strategy,total_strategy_return,total_buy_hold_return,annualized_strategy_return,annualized_buy_hold_return,strategy_volatility,buy_hold_volatility,sharpe_strategy,sharpe_buy_hold,max_drawdown_strategy,max_drawdown_buy_hold,win_rate,total_trades,days_traded
directional,-0.06974054500503246,-0.17710824871421138,-0.16356221928382686,-0.38220172305645983,0.08814613561179553,0.4468483422314373,-1.8555801470885958,-0.8553276065607626,-0.08916857390557331,-0.3113018288659232,0.48514851485148514,204,102
threshold_1pct,-0.06974054500503246,-0.17710824871421138,-0.16356221928382686,-0.38220172305645983,0.08814613561179553,0.4468483422314373,-1.8555801470885958,-0.8553276065607626,-0.08916857390557331,-0.3113018288659232,0.48514851485148514,204,102
threshold_2pct,-0.06974054500503246,-0.17710824871421138,-0.16356221928382686,-0.38220172305645983,0.08814613561179553,0.4468483422314373,-1.8555801470885958,-0.8553276065607626,-0.08916857390557331,-0.3113018288659232,0.48514851485148514,204,102
quantile,0.0,-0.17710824871421138,0.0,-0.38220172305645983,0.0,0.4468483422314373,0.0,-0.8553276065607626,0.0,-0.3113018288659232,0.0,0,102
