feature,coefficient
Intercept,396.4268239309188
intc__obv_10,9.778373955880339e-08
msft__rsi_7,0.6797645931298677
msft__adx_21,0.818232977169348
amzn__adx_14,-0.2188018902916647
intc__atr_7,-47.67778685371095
