strategy,total_strategy_return,total_buy_hold_return,annualized_strategy_return,annualized_buy_hold_return,strategy_volatility,buy_hold_volatility,sharpe_strategy,sharpe_buy_hold,max_drawdown_strategy,max_drawdown_buy_hold,win_rate,total_trades,days_traded
directional,-8.90640564077394e-07,0.12986221188662794,-2.2004046584811476e-06,0.35208544229950767,0.0004061499049901518,0.2239861965373615,-0.005417715556364595,1.5719068752559442,-0.00015039041704332885,-0.1268054483718482,1.0,2,102
threshold_1pct,0.00023800999511713883,0.12986221188662794,0.0005881276063037788,0.35208544229950767,0.0014417304245589106,0.2239861965373615,0.40793174388597175,1.5719068752559442,-0.0009487371239202098,-0.1268054483718482,1.0,2,102
threshold_2pct,0.005978704072265639,0.12986221188662794,0.01483591130431261,0.35208544229950767,0.01722722173996403,0.2239861965373615,0.8611900124264371,1.5719068752559442,-0.009749204085499532,-0.1268054483718482,0.0,2,102
quantile,-0.001020965468749968,0.12986221188662794,-0.002520491999428831,0.35208544229950767,0.01643266649136251,0.2239861965373615,-0.15338301916817182,1.5719068752559442,-0.009749204085499532,-0.1268054483718482,0.0,2,102
