date,volume_lag_2,rel_price_rank,returns_5d,rel_price_NVDA,returns_20d,rel_strength_20d_NVDA,bb_position,rel_return_volatility,rel_return_GOOGL,volume_ratio,rel_return_IBM,rel_return_META,macd_signal,low_lag_1,close_roll_5_min,low_lag_5,open_lag_5,rel_return_CRM,rel_strength_20d_CRM,rel_price_AAPL,ichimoku_senkou_b,rsi_21,rel_strength_20d_ORCL,volume_lag_5
2023-09-28,0.045779950873265134,2.220446049250313e-16,0.1745482888555463,1.950815505247898,-0.8097236717418813,1.1676478542737425,-0.8055303728781436,-0.403068871045625,-0.7615325612527613,-0.19867633355036893,1.1178098767840865,-0.32952035075542474,-0.19659498748377027,-1.5323950302225178,-1.4740059858334082,-1.4166919167725283,-1.410296785974673,0.4497427602937242,0.3228377127231321,-0.15209364536791686,-1.530203049891449,-0.8091259247775809,0.9012584646322969,0.24763824425093936
2023-09-29,-0.15007287309559858,2.220446049250313e-16,-0.06441269486533628,1.8573570395098944,-0.9997548667240586,1.013458180273622,-1.0249296011919033,-0.6912048574400818,1.1979156938640176,0.4766169088451111,-0.004201590804623148,0.18795002364059485,-0.28276211186047456,-1.4663699044585472,-1.4740059858334082,-1.446126821625258,-1.4459327361965464,-0.30429300593604214,0.5071846476341897,-0.2854925533408253,-1.5302027055667269,-1.2433102303471302,0.7443976731822466,-0.32250721634003326
2023-10-02,-0.218341155846544,2.220446049250313e-16,0.42210332361913555,1.83707807106699,-0.56490897184585,0.8812305416070128,-0.16463323455493167,-0.4498856111066687,-0.10098636495045903,-0.05570634860825367,1.0169258648176465,0.2088000565523225,-0.33717109706459064,-1.4346173824839703,-1.4740059858334082,-1.4704883409601512,-1.4916085655572522,0.8789904748902873,0.7459019419287297,-0.17912601596313477,-1.5048806795037526,-0.7491875198553459,0.9929444780910394,-0.6502983442686353
2023-10-03,0.3909302204886527,2.220446049250313e-16,0.6111366573324575,1.9085448070895394,-0.7663152507378613,1.0015161249189715,-0.5908147687951762,-0.6360765326744655,-0.7707530136186409,-0.014336056015740171,-0.48041056494664813,0.3116258259104919,-0.38180899324954604,-1.397068358115311,-1.3712441143652796,-1.5638719981238811,-1.4843803602915588,0.2322340515493003,0.679311016485884,-0.24355591077951635,-1.5048806795037526,-0.9172957113474827,1.301760751405541,0.045536618371663826
2023-10-04,-0.09594830350876159,2.220446049250313e-16,0.7949345042746933,1.9580155097951264,-0.27792777159987175,0.9218936233707776,0.19188238843495264,-0.7649329078720762,0.9462588629191487,0.34412844998227815,0.8246009028383499,0.384303549160144,-0.39830886260049386,-1.3592681733811132,-1.3513056181377519,-1.503477338054596,-1.5583658802184768,0.5206726486523758,1.017270480314534,-0.08783653692273972,-1.5048806795037526,-0.4918639114164333,1.400495830834729,-0.15057690115756167
2023-10-05,-0.045208035785377666,2.220446049250313e-16,0.38948804268374276,1.8765043741657328,-0.4045418684169376,0.6165382889709216,0.20640911395827513,-0.8178995637701906,-0.7100108790078643,-0.5159078337256451,-0.21912418370279185,0.08398746873978455,-0.39846021202506615,-1.328271619764246,-1.3513056181377519,-1.4369919053504279,-1.495624425392454,-0.10248262210966612,0.9715338470805867,-0.18551175247357451,-1.4394638413572542,-0.3560469280246543,1.268373358770783,-0.21893605437882271
2023-10-06,0.3452967308459632,2.220446049250313e-16,1.2134037747067838,1.8580755504139836,-0.20831411417550075,0.4218506559012584,0.9403270563365452,-0.4935536981063084,1.395088104495067,0.07802573463576054,0.7835415835272534,-0.6413111686317176,-0.3701883373519521,-1.276609765999448,-1.2771738847191125,-1.4050180145247575,-1.325469858831168,-0.2533186400761661,0.9364974122681923,-0.12947249058861185,-1.4394638413572542,-0.12606540673859065,1.3421454297560629,0.3911463102262768
2023-10-09,-0.4947258080285432,2.220446049250313e-16,0.6726705655380099,1.9374941708155398,-0.1831745620525572,0.44954258386541956,1.111935271961669,-0.7983247451917154,-0.4940787476697456,-0.443735963707203,0.22253904331611415,-0.11850194093321509,-0.3207348813748412,-1.2521656318529328,-1.2771738847191125,-1.3672072098669348,-1.4220913837927356,0.2748440956720692,0.9818844197622845,-0.1599359439934233,-1.4083735699227797,-0.15242177437896817,1.355685264825208,-0.09638028749848795
2023-10-10,0.0992131039503644,2.220446049250313e-16,1.0008499912911435,1.8706543013164187,-0.025102933211601963,0.3855923977896808,1.0080236322092617,-0.7823336884903304,0.4015950052629078,-0.10166774740551024,-0.047625260313131274,-0.5616643641785147,-0.2630627030837991,-1.1634602519554622,-1.1396454459631384,-1.3291434938304856,-1.2828061189017363,-0.008360298108958004,0.9379488543246652,-0.14720418037317,-1.4033087891409908,-0.25492573688978987,0.22301512331776935,-0.04557248047564946
2023-10-11,-0.41270197576807893,2.220446049250313e-16,0.8823835675172766,1.8514268176562088,0.09150000580695174,0.37912898662168676,1.2730965821762243,-0.6382535638426213,-0.06731692639254869,-0.051490739227452696,0.4859888611094478,0.029362882694995148,-0.18701271179446954,-1.0762665152528272,-1.1396454459631384,-1.2979308417422113,-1.3465504900600365,0.7743235324155909,0.887096994411952,-0.04171799085621182,-1.4033087891409908,0.24729606786056754,0.45795348328704544,0.34545207880865353
