date,next_return
2023-09-28,0.021079161547630676
2023-09-29,0.003744785663767791
2023-10-02,-0.006585451433863021
2023-10-03,0.01031897928107739
2023-10-04,0.0008725714561979014
2023-10-05,0.008170422306096103
2023-10-06,-0.0005765640406831807
2023-10-09,0.0009936561510599518
2023-10-10,0.004854684453559743
2023-10-11,-0.026172652252344664
2023-10-12,-0.00831239656930105
2023-10-13,0.011628978759798958
2023-10-16,0.00953035815915726
2023-10-17,-0.014533779071898234
2023-10-18,-0.002732088159086654
2023-10-19,-0.019607883647900448
2023-10-20,-0.006936072063414844
2023-10-23,0.0038990088069619233
2023-10-24,-0.011516733693038628
2023-10-25,-0.0021866915584467517
2023-10-26,-0.006848239086998609
2023-10-27,0.009171109672009292
2023-10-30,0.014998195790177027
2023-10-31,0.011949347994739457
2023-11-01,0.024880176582426472
2023-11-02,0.017428128457987135
2023-11-03,-0.0012758723269171712
2023-11-06,0.006707361625495345
2023-11-07,0.008344400555055698
2023-11-08,-0.011327290234463439
2023-11-09,0.017408094124873985
2023-11-10,-0.012699719448137081
2023-11-13,0.015397619138505458
2023-11-14,0.015632337132681418
2023-11-15,0.005591450862185932
2023-11-16,0.0015582164702849788
2023-11-17,0.009364441031675996
2023-11-20,-0.0019341218300985563
2023-11-21,0.008690139804081065
2023-11-22,0.0027316921949638306
2023-11-24,-0.004819690674527144
2023-11-27,0.00039104998238204125
2023-11-28,0.0023452886310386667
2023-11-29,-0.0005999008614538948
2023-11-30,0.014768486205740228
2023-12-01,-0.004821530696446197
2023-12-04,-0.00178354478549414
2023-12-05,-0.0012505443175853115
2023-12-06,-0.0009241543148302833
2023-12-07,0.006356367882635716
2023-12-08,0.015063753321481244
2023-12-11,0.0026585255568596367
2023-12-12,0.0012237093062632542
2023-12-13,-0.002648235867841353
2023-12-14,0.004143240184389496
2023-12-15,-0.006683161181796349
2023-12-18,-0.000994535274007613
2023-12-19,-0.005885732125788468
2023-12-20,0.027246093759001777
2023-12-21,0.016344042447974827
2023-12-22,-0.0028777209622469213
2023-12-26,0.0011034441234207826
2023-12-27,-0.0063027410112971305
2023-12-28,-0.0019339680916626856
2023-12-29,-0.011370345175205965
2024-01-02,-0.025942596709672805
2024-01-03,-0.002456262269503684
2024-01-04,-0.0013944086811317202
2024-01-05,0.011080761703706532
2024-01-08,0.007051735777226398
2024-01-09,0.007527262152640768
2024-01-10,0.007644838008003196
2024-01-11,0.02402507649566865
2024-01-12,-0.004967154669984319
2024-01-16,0.0010755668217732328
2024-01-17,0.016683174593322248
2024-01-18,0.012098518052730878
2024-01-19,0.009095810229292622
2024-01-22,0.00721649213168174
2024-01-23,-0.002595536752498573
2024-01-24,0.008240813860876717
2024-01-25,-0.0023391658928269
2024-01-26,0.006144424348534461
2024-01-29,-0.0054908074115961325
2024-01-30,-0.019983817717122432
2024-01-31,0.019319516618343746
2024-02-01,0.005500111512035
2024-02-02,-0.006998409163645469
2024-02-05,-0.015229223890690258
2024-02-06,0.005346766966354055
2024-02-07,0.004991346167583677
2024-02-08,0.008657054768526296
2024-02-09,-0.011407932801066
2024-02-12,-0.012573861998448899
2024-02-13,0.022518780188623078
2024-02-14,0.0014285806739602336
2024-02-15,-0.005464203403828138
2024-02-16,-0.017673420837547527
2024-02-20,-0.005620650344622002
2024-02-21,0.02881606211528709
2024-02-22,0.016185961412467753
2024-02-23,0.0004240091131797463
2024-02-26,0.001139160267649375
2024-02-27,0.0003174897321196468
2024-02-28,-0.00859713335409118
2024-02-29,0.016569639792826774
2024-03-01,0.007139211723257821
2024-03-04,-0.017799724997925814
2024-03-05,0.010480726304959331
2024-03-06,0.01596507208079445
2024-03-07,-0.022589198980910052
2024-03-08,-0.013089426771758728
2024-03-11,0.01945251415223881
2024-03-12,-0.004625936928831176
2024-03-13,-0.0013466102938954894
2024-03-14,-0.00954483858912547
2024-03-15,-0.0051521896972687165
2024-03-18,0.014516789333487656
2024-03-19,0.00624211993077739
2024-03-20,-0.09307645294727562
2024-03-21,-0.021824178797461014
2024-03-22,-0.010903657901821462
2024-03-25,0.007698823058210458
2024-03-26,0.013525821441323194
2024-03-27,0.016630452208667323
2024-03-28,-0.02146498596693147
2024-04-01,-0.00799024934928394
2024-04-02,-0.012423362374959668
2024-04-03,-0.005447203397011546
2024-04-04,0.007655813799014366
2024-04-05,-0.003603641395077184
2024-04-08,0.007986924865243994
2024-04-09,-0.02629379229923423
2024-04-10,0.0024351258647841156
2024-04-11,-0.030105475279658123
2024-04-12,-0.0067532867075295044
2024-04-15,0.0021388302288138927
2024-04-16,0.0019111628352883603
2024-04-17,0.004641654955140684
2024-04-18,0.002784805373734711
2024-04-19,0.0017041567761502119
2024-04-22,-0.001858701683908337
2024-04-23,-0.010384192781062618
2024-04-24,-0.014479750519585721
2024-04-25,-0.003203827585364638
2024-04-26,-0.015746419618132945
2024-04-29,-0.0074217321234090194
2024-04-30,-0.007477329313494652
2024-05-01,0.005625078063973943
2024-05-02,0.011220630762454498
2024-05-03,0.0077377011357424585
2024-05-06,0.015029798783367632
2024-05-07,0.0042811045707706885
2024-05-08,-0.01724415827407888
2024-05-09,-0.0009132383085995732
2024-05-10,0.00352559455307766
2024-05-13,-0.001496177563378609
2024-05-14,0.005114742725283783
2024-05-15,-0.0016853990839990063
2024-05-16,-0.014318261256458853
2024-05-17,0.006950211448773169
2024-05-20,-0.006738657580321772
2024-05-21,0.011427963516197348
2024-05-22,-0.0038423016874835625
2024-05-23,-0.01614740214092547
2024-05-24,-0.01083088669997001
2024-05-28,-0.013300721814143546
