date,open,high,low,close,adj_close,volume,Close
2023-06-08,125.39540428769082,126.59637857465322,124.76232188863618,125.13472747802734,125.13472747802734,4128500,125.13472747802734
2023-06-09,125.08819001765453,126.7081225628461,124.91129911718953,125.96332550048828,125.96332550048828,3981500,125.96332550048828
2023-06-12,126.61502718943548,127.19223820870029,126.44745529577415,127.00604248046875,127.00604248046875,4494500,127.00604248046875
2023-06-13,127.0898364528832,128.6352880858631,126.61503518503609,128.10462951660156,128.10462951660156,3927300,128.10462951660156
2023-06-14,128.29080960961653,129.3428218048701,127.49015524007108,127.73220825195312,127.73220825195312,4514900,127.73220825195312
2023-06-15,127.79736843073563,129.22178608652794,127.71356829359073,128.84938049316406,128.84938049316406,3812600,128.84938049316406
2023-06-16,129.6221191190028,129.8455624974326,127.9835769613178,127.99288177490234,127.99288177490234,7473100,127.99288177490234
2023-06-20,126.95016544642124,127.76012455151196,126.51259773990019,126.57777404785156,126.57777404785156,4271300,126.57777404785156
2023-06-21,125.78643214542257,126.0471089812876,124.09201850647781,124.46442413330078,124.46442413330078,5501300,124.46442413330078
2023-06-22,122.59312549527716,123.78480935262026,121.662132692163,122.11832427978516,122.11832427978516,6012800,122.11832427978516
2023-06-23,121.40143128235293,121.60625079406569,120.26561915588036,120.49836730957031,120.49836730957031,11324700,120.49836730957031
2023-06-26,120.46114032602006,122.34174948647998,120.38665920814019,122.27657318115234,122.27657318115234,4845600,122.27657318115234
2023-06-27,122.23935432992837,123.77548672799897,121.80178658874271,123.20758056640625,123.20758056640625,3219900,123.20758056640625
2023-06-28,122.94690321185983,123.04931298502478,121.87626720626275,122.6676025390625,122.6676025390625,2753800,122.6676025390625
2023-06-29,122.65830022197294,125.07888716105438,122.60244292744103,124.80889129638672,124.80889129638672,3639800,124.80889129638672
2023-06-30,125.39541954796564,125.71195368310396,124.22235955590116,124.57614135742188,124.57614135742188,4236400,124.57614135742188
2023-07-03,124.21304497564435,125.07887557817675,123.70099614681567,124.44579315185547,124.44579315185547,1477100,124.44579315185547
2023-07-05,124.11995175120882,125.04162541888248,123.44031686204661,124.9764633178711,124.9764633178711,2955100,124.9764633178711
2023-07-06,124.04548244655129,124.65992688158397,122.4721023839781,123.04000854492188,123.04000854492188,3507700,123.04000854492188
2023-07-07,122.68622210303474,124.61338389303704,122.65829345730907,122.96552276611328,122.96552276611328,2982400,122.96552276611328
2023-07-10,122.66760403676889,123.8685926827142,122.6117467426919,123.72893524169922,123.72893524169922,2369200,123.72893524169922
2023-07-11,124.43649311958922,125.27438090381122,124.03615885409872,125.16266632080078,125.16266632080078,2925200,125.16266632080078
2023-07-12,125.74919686412291,125.99124986368501,123.4217150020268,123.6730728149414,123.6730728149414,3732200,123.6730728149414
2023-07-13,124.29685548515033,125.74921632475238,124.15721223414249,124.6785659790039,124.6785659790039,3221400,124.6785659790039
2023-07-14,124.66924288569366,124.67854769912192,123.76617877938243,124.19442749023438,124.19442749023438,2860700,124.19442749023438
2023-07-17,124.06408025714344,125.3209260659252,123.91513222376555,124.9764633178711,124.9764633178711,3167400,124.9764633178711
2023-07-18,125.41402550193115,126.56844729040577,125.02299608977383,126.0191650390625,126.0191650390625,3852100,126.0191650390625
2023-07-19,126.17745000201357,127.0339616526414,125.86091586705116,126.13089752197266,126.13089752197266,5520000,126.13089752197266
2023-07-20,127.72289639471423,130.63690821954202,127.13636642209474,128.83078002929688,128.83078002929688,10896300,128.83078002929688
2023-07-21,128.67250638674165,130.134157528141,128.2535483101154,129.3521270751953,129.3521270751953,5858600,129.3521270751953
2023-07-24,129.73382889928644,130.45068299744722,129.20315628046643,129.91070556640625,129.91070556640625,3475200,129.91070556640625
2023-07-25,129.7990029346996,130.73930046502926,129.4452211562806,130.64620971679688,130.64620971679688,3770800,130.64620971679688
2023-07-26,130.74862929999136,131.5027311846496,130.2272756121201,131.3351593017578,131.3351593017578,4046400,131.3351593017578
2023-07-27,132.48027098687095,133.4857448602088,132.10786536388173,133.10403442382812,133.10403442382812,6331600,133.10403442382812
2023-07-28,133.54158324944905,134.01638437000264,132.99230101484036,133.55088806152344,133.55088806152344,6686400,133.55088806152344
2023-07-31,133.88606700862053,134.6215592468406,133.62539017137908,134.23052978515625,134.23052978515625,6138100,134.23052978515625
2023-08-01,134.2956900016235,134.50981433387503,132.35922358147704,133.43917846679688,133.43917846679688,4797700,133.43917846679688
2023-08-02,132.9271425805423,134.3422555261641,132.48957485528965,134.22122192382812,134.22122192382812,4957400,134.22122192382812
2023-08-03,133.85815481163624,135.19878682837992,133.4205870226762,134.48191833496094,134.48191833496094,3951900,134.48191833496094
2023-08-04,135.07774283242236,136.00873563855527,134.0536592691699,134.28640747070312,134.28640747070312,4223100,134.28640747070312
