date,close_roll_10_min,rel_price_rank,rel_return_CRM,low_lag_5,rel_strength_20d_ORCL
2023-09-28,-2.6295261845038276,2.220446049250313e-16,0.06186169108012063,-2.6009967607802214,1.0885755765619667
2023-09-29,-2.6295261845038276,2.220446049250313e-16,0.4782312147766991,-2.5677226388726693,1.1671607491985672
2023-10-02,-2.6295261845038276,2.220446049250313e-16,0.764896044572796,-2.6009963089753474,1.3432201505787866
2023-10-03,-2.6295261845038276,2.220446049250313e-16,-0.30944335703915243,-2.745089968155045,1.4051935354015428
2023-10-04,-2.6295261845038276,2.220446049250313e-16,0.4172416104139689,-2.7546372729243975,1.3804617276928552
2023-10-05,-2.6295261845038276,2.220446049250313e-16,0.06986722446511456,-2.761581756719368,1.4384674569627105
2023-10-06,-2.6295261845038276,2.220446049250313e-16,-0.04457119785246895,-2.6015745108943773,1.5235416751552024
2023-10-09,-2.6295261845038276,2.220446049250313e-16,0.46351874499023377,-2.5957880516495977,1.479748617468613
2023-10-10,-2.6098533475931234,2.220446049250313e-16,-0.09158413636437196,-2.710657364353926,-0.03308021380881561
2023-10-11,-2.5916940218292743,2.220446049250313e-16,0.6578853327331946,-2.6299311324819614,0.18522559487712864
2023-10-12,-2.5916940218292743,2.220446049250313e-16,0.1346104171871797,-2.6038900934117266,0.30914712559717217
2023-10-13,-2.5916940218292743,2.220446049250313e-16,-0.20878977019669606,-2.563382227690358,0.6334615738717109
2023-10-16,-2.5916940218292743,2.220446049250313e-16,-0.1700026556612751,-2.364314308684792,0.6245716305143347
2023-10-17,-2.423118644852793,2.220446049250313e-16,-0.3559879006091846,-2.2343974884198774,0.6436572031606955
2023-10-18,-2.411012427676894,2.220446049250313e-16,0.9349325281608393,-2.1918651847679778,0.9872934143369357
2023-10-19,-2.1719169784515646,2.220446049250313e-16,-0.6211783603867107,-2.204017198273266,0.6758581730202023
2023-10-20,-2.1897721043868867,2.220446049250313e-16,0.43876610289686346,-2.2723023216845357,1.3320670322714954
2023-10-23,-2.1897721043868867,2.220446049250313e-16,0.8655409229923261,-2.1496183330874183,1.095957738584322
2023-10-24,-2.1897721043868867,2.220446049250313e-16,-0.3207631487926833,-2.2419201564345097,1.0113262093895283
2023-10-25,-2.1897721043868867,2.220446049250313e-16,3.3024105573002807,-2.216170086636077,1.578040472813137
2023-10-26,-2.1897721043868867,2.220446049250313e-16,-1.6146268071789862,-2.140650634870514,1.3756470918701602
2023-10-27,-2.1897721043868867,2.220446049250313e-16,0.25161528852706866,-2.2986312643793463,1.258877892876472
2023-10-30,-2.1897721043868867,2.220446049250313e-16,0.4886577223272298,-2.3293028787657493,1.3178526275574787
2023-10-31,-2.1897721043868867,2.220446049250313e-16,-0.2285723365003239,-2.2364226656624386,1.196920579924726
2023-11-01,-2.1897721043868867,2.220446049250313e-16,0.4490714155168659,-1.9465020529444297,1.2956160225430655
2023-11-02,-2.1897721043868867,2.220446049250313e-16,-0.6570308397826093,-2.255519605330576,1.3809690739768334
2023-11-03,-2.1528487972000243,2.220446049250313e-16,0.8324759732429321,-2.2132747116714797,1.275431966470556
2023-11-06,-2.1528487972000243,2.220446049250313e-16,0.5783733319388884,-2.1140323088777344,1.225842913354887
2023-11-07,-2.1528487972000243,2.220446049250313e-16,-0.4583623473174111,-2.031279027379576,1.371560171647847
2023-11-08,-2.1528487972000243,2.220446049250313e-16,0.49598207898184193,-1.887764143886528,0.945981344706668
2023-11-09,-2.0947391419556025,2.220446049250313e-16,0.04174272011894438,-1.7396212354393104,0.8592865589978198
2023-11-10,-1.8677527179045896,2.220446049250313e-16,0.42193997500450703,-1.665549704715344,1.1138898825021182
2023-11-13,-1.843540283552791,2.220446049250313e-16,-0.7421483281216193,-1.4913647984543084,0.7422723766272549
