date,rsi_21,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_middle,bb_width,bb_position,cci_20,stoch_k_14,stoch_d_3,atr_14,obv,obv_sma_20,ichimoku_tenkan_9,ichimoku_kijun_26,ichimoku_senkou_a,ichimoku_senkou_b,sma_5,sma_10,sma_20,sma_50,returns_1d,returns_5d,returns_20d,volatility_20d,volume_sma_20,volume_ratio,close_lag_1,close_lag_2,close_lag_3,close_lag_5,high_lag_1,high_lag_2,high_lag_3,high_lag_5,low_lag_1,low_lag_2,low_lag_3,low_lag_5,open_lag_1,open_lag_2,open_lag_3,open_lag_5,volume_lag_1,volume_lag_2,volume_lag_3,volume_lag_5,close_roll_5_mean,close_roll_5_std,close_roll_5_min,close_roll_5_max,close_roll_10_mean,close_roll_10_std,close_roll_10_min,close_roll_10_max,close_roll_20_mean,close_roll_20_std,close_roll_20_min,close_roll_20_max,rel_price_AAPL,rel_return_AAPL,rel_strength_20d_AAPL,rel_price_GOOGL,rel_return_GOOGL,rel_strength_20d_GOOGL,rel_price_META,rel_return_META,rel_strength_20d_META,rel_price_ORCL,rel_return_ORCL,rel_strength_20d_ORCL,rel_price_IBM,rel_return_IBM,rel_strength_20d_IBM,rel_price_CRM,rel_return_CRM,rel_strength_20d_CRM,rel_price_NVDA,rel_return_NVDA,rel_strength_20d_NVDA,avg_rel_price,rel_price_rank,avg_rel_return,rel_return_volatility,avg_rel_strength,close,open,high,low,volume
2023-09-28,45.658560028157765,-0.1409786612431958,0.753097421749448,-0.8940760829926439,139.52683722727576,129.46576327728152,134.49630025227864,10.061073949994238,0.3018214185168661,-75.35906862270278,42.07833112357836,26.888099793058274,2.648809346899658,149728900.0,170547560.0,133.42802877532566,133.3533709281769,127.4966186399732,124.36097205831511,130.87213745117188,133.31854553222655,134.8328712463379,131.35126098632813,0.012703462223792261,0.013474552780768478,-0.027751317242043383,0.01256818736544513,19725880.0,0.9227167558557591,130.8402862548828,128.8397674560547,131.54693603515625,130.74073791503906,131.09905511203914,130.78555337515328,131.59670336769975,132.5621126765059,128.77008983706102,127.58571258480154,129.41702480927034,130.4720065077786,128.82980455895424,130.29687063040993,130.15354184508422,131.76588103190238,18764200.0,20378800.0,14650000.0,22042700.0,130.87213745117188,1.3511750467715664,128.8397674560547,132.50241088867188,133.31854553222655,3.519424816074492,128.8397674560547,138.304931640625,134.8328712463379,2.9599064399836985,128.8397674560547,138.3347930908203,0.7829900907144427,0.011177839639015197,0.003296779915343251,1.006242200725416,-0.000855508658703652,-7.635216387212335e-05,0.4379750558812134,-0.008187366405649543,-0.0029302804169364207,1.275828421160349,-0.001920948311251225,0.004664944438573548,0.9938167974313621,0.023808925875145492,0.00045123157527630626,0.6567512508534906,0.010385167006915497,0.0014207652237636257,3.0765119407916006,-0.0019194029778109023,0.005207036397888687,1.1757308225082677,0.5714285714285714,0.004641243738237266,0.010984927203160062,0.0017191607100052676,132.50241088867188,130.07391096977557,133.54744888814088,130.07391096977557,18201400
2023-09-29,40.599557543464066,-0.26214738602337206,0.5500484557104282,-0.8121958417338002,139.24413745062952,129.0384919439017,134.1413146972656,10.20564550672782,0.2145819571833369,-65.4045025987133,31.17536459393818,33.70238313863242,2.780754926492055,126504700.0,166595485.0,133.05231991295045,133.3533709281769,127.8506988856038,124.3609781483522,130.99156799316407,132.67658538818358,134.55916748046874,131.59649932861328,-0.009614704736863766,0.00457128399640605,-0.04004370608295449,0.01265425374848162,19479695.0,1.1922260589809028,132.50241088867188,130.8402862548828,128.8397674560547,130.63128662109375,133.54744888814088,131.09905511203914,130.78555337515328,132.3829845020388,130.07391096977557,128.77008983706102,127.58571258480154,129.89476951877987,130.07391096977557,128.82980455895424,130.29687063040993,131.05925230852196,18201400.0,18764200.0,20378800.0,17348700.0,130.99156799316407,1.3509551864818223,128.8397674560547,132.50241088867188,132.67658538818358,3.2142053789740688,128.8397674560547,138.304931640625,134.55916748046874,3.030181204305153,128.8397674560547,138.3347930908203,0.7731065974853187,-0.012661211780879977,0.0025689672734283244,1.0076098666293312,0.0013442863601581534,-5.579834147103626e-05,0.4391823317725677,0.00272248723052515,-0.0028136660399747217,1.2663054633414013,-0.007447963911022204,0.003837821578773792,0.9932411410013732,-0.0005740012569454,0.00025895368770642016,0.6517839583237178,-0.007547797726427108,0.0023827551079650894,3.0182133811159937,-0.019129872194918462,0.004189535368317254,1.1642061056671005,0.5714285714285714,-0.00618486761135855,0.007963250166487575,0.0014812240906778747,131.2284393310547,133.44792242163658,134.2541014929729,130.70093906988754,23224200
2023-10-02,46.35694671680695,-0.09101320635886623,0.4218361210312534,-0.5128493273901196,138.93015716718307,129.01142201575962,133.97078959147134,9.918735151423448,0.5566606061805486,-22.165742357437665,59.454832007907356,44.23617590847463,2.9016116818873905,145715100.0,164437215.0,132.88559119548884,133.3533709281769,128.29856704059335,124.80884630334175,131.58873901367187,132.29937133789062,134.4780517578125,131.8922982788086,0.02518015015254904,0.02269802089302253,-0.011915193676250824,0.01401608652375394,19606930.0,0.9797760281696318,131.2284393310547,132.50241088867188,130.8402862548828,131.54693603515625,134.2541014929729,133.54744888814088,131.09905511203914,131.59670336769975,130.70093906988754,130.07391096977557,128.77008983706102,129.41702480927034,133.44792242163658,130.07391096977557,128.82980455895424,130.15354184508422,23224200.0,18201400.0,18764200.0,14650000.0,131.58873901367187,2.106482923153806,128.8397674560547,134.5327911376953,132.29937133789062,2.6525534828370168,128.8397674560547,138.17555236816406,134.4780517578125,3.006834727904384,128.8397674560547,138.3347930908203,0.7809872688337773,0.010344736923023179,0.0037095939419015786,1.0074978922712345,-0.00011393958253158587,-4.854033639389301e-05,0.44054113851725796,0.003162069511234211,-0.0023725424521292837,1.288580411672394,0.017721699528995494,0.005148402394858198,1.0146353684407254,0.02161657082029289,0.0019179928049390506,0.6651453951567815,0.020593812899426744,0.0036284694584970798,3.0055635409694346,-0.0043147865097779015,0.0033169622900385554,1.1718501451230865,0.5714285714285714,0.009858594798666147,0.01049396087110095,0.002185762585958755,134.5327911376953,131.5320048044671,134.72189788558038,131.44243271973966,19210400
2023-10-03,44.39819383802549,-0.10409987857195802,0.31664891962381353,-0.42074879819577155,138.7310419062977,128.84294287560337,133.78699239095053,9.88809903069432,0.38719853576594543,-29.41133170781349,43.526296687299606,44.71883109638171,2.877084896380278,126086400.0,162184020.0,131.15380523519096,133.42802877532566,128.39436374715538,124.80884630334175,132.3551055908203,131.7489761352539,134.30835494995117,132.11962158203124,-0.01383447693427764,0.029741072662593515,-0.02494339304832649,0.014329805761963377,19701855.0,0.9962868978580951,134.5327911376953,131.2284393310547,132.50241088867188,128.8397674560547,134.72189788558038,134.2541014929729,133.54744888814088,130.78555337515328,131.44243271973966,130.70093906988754,130.07391096977557,127.58571258480154,131.5320048044671,133.44792242163658,130.07391096977557,130.29687063040993,19210400.0,23224200.0,18201400.0,20378800.0,132.3551055908203,1.4515712694063414,130.8402862548828,134.5327911376953,131.7489761352539,1.6965344399603814,128.8397674560547,134.5327911376953,134.30835494995117,3.008297869145355,128.8397674560547,138.3347930908203,0.7762136733160374,-0.006064767321793174,0.003502582732917869,1.0066140782038049,-0.0008658600957131002,-1.8396575551188473e-05,0.4429350794054454,0.005329950319935661,-0.0014371493735632235,1.2973797520796497,0.006688562945001197,0.006776782545024219,1.003520437512061,-0.010922708958753913,0.001468964998289002,0.6686796041002584,0.005212234663650395,0.003280973598657921,3.050143855250554,0.014413605074985458,0.004110729483958575,1.177926639981116,0.5714285714285714,0.0019701452324732177,0.008541379941594662,0.0025263553442475967,132.67160034179688,134.29390587074533,134.60245722608684,132.1888861207244,19628700
2023-10-04,49.35521440581323,0.12224290933630755,0.2777677171266506,-0.15552480779034306,138.54918399192834,128.8615744716133,133.70537923177082,9.68760952031505,0.6984215009004981,14.439425090856416,68.82455866708838,57.268562454098436,2.9325370637568398,148934400.0,161863940.0,131.75595531749622,133.42802877532566,128.9691390015989,124.80884630334175,133.31257019042968,131.9161865234375,134.35314331054687,132.3879507446289,0.022280645620595285,0.03658905934156209,0.00664851900147978,0.015087658778180572,20053540.0,1.1393499601566606,132.67160034179688,134.5327911376953,131.2284393310547,130.8402862548828,134.60245722608684,134.72189788558038,134.2541014929729,131.09905511203914,132.1888861207244,131.44243271973966,130.70093906988754,128.77008983706102,134.29390587074533,131.5320048044671,133.44792242163658,128.82980455895424,19628700.0,19210400.0,23224200.0,18764200.0,133.31257019042968,1.7506532281642206,131.2284393310547,135.6276092529297,131.9161865234375,1.9944225677149352,128.8397674560547,135.6276092529297,134.35314331054687,3.021573622567494,128.8397674560547,138.3347930908203,0.7877508845312104,0.014972078053237636,0.0029516080918187363,1.0076606547822635,0.0010617611943470884,4.2354344114764496e-05,0.4459284436762983,0.006862218373328233,-0.0007671974672716299,1.2945781900676032,-0.0022122901840879727,0.007297410042215136,1.020934549167665,0.017437072063741565,0.002807278445857803,0.6766703749017272,0.01207206734167765,0.00504456996997904,3.0810032395888434,0.010239181491094484,0.0035852988555607427,1.1877894766736588,0.5714285714285714,0.008633155476191241,0.007190065394475096,0.002994474611753513,135.6276092529297,133.02991253441417,135.9261980501909,132.8009858506282,22848000
2023-10-05,50.937718535116794,0.27598447646994373,0.27741106899208295,-0.001426592522139225,138.01816380928477,128.99448064058504,133.5063222249349,9.023683168699733,0.7041977459645069,20.299671903767607,66.43962043744904,59.596825263945675,2.9229389754688526,133011500.0,159898915.0,131.75595531749622,133.42802877532566,130.1634842470349,125.96586740951467,133.88187561035156,132.37700653076172,134.3426940917969,132.51395416259766,-0.00205467947258986,0.021482832504844174,-0.0015416610948044696,0.015036083235985142,20000885.0,0.7961097721425827,135.6276092529297,132.67160034179688,134.5327911376953,132.50241088867188,135.9261980501909,134.60245722608684,134.72189788558038,133.54744888814088,132.8009858506282,132.1888861207244,131.44243271973966,130.07391096977557,133.02991253441417,134.29390587074533,131.5320048044671,130.07391096977557,22848000.0,19628700.0,19210400.0,18201400.0,133.88187561035156,1.879430718945716,131.2284393310547,135.6276092529297,132.37700653076172,2.2130432742767616,128.8397674560547,135.6276092529297,134.3426940917969,3.01754663964448,128.8397674560547,138.3347930908203,0.7805141511409645,-0.009252701199771285,0.0007199432904711645,1.006855865193297,-0.0007976673048073479,-6.6150213150650866e-06,0.44616568427230435,0.0005306395156980948,-0.0011307938993273647,1.276775227915433,-0.013915043449183817,0.0066007316949549585,1.0155972027485223,-0.005244579119164761,0.002056123418464462,0.6748120293601874,-0.0027482130673647243,0.004805899451645129,3.0301573181713213,-0.01674548349098337,0.0015702523282768222,1.1758396398288613,0.5714285714285714,-0.00688186401651103,0.006634605002875276,0.002087934466167158,135.34893798828125,135.48827740987483,135.85652834118827,133.82117045329818,15922900
2023-10-06,53.61740334337724,0.6105180932975145,0.3440324743353087,0.2664856189622058,138.11239836648915,128.95730785095876,133.53485310872395,9.15509051553039,0.9960246883297227,70.6034703198791,95.85295160773224,77.03904357075655,3.061284733863926,153830800.0,158084320.0,133.05778791871987,133.42802877532566,131.5245383119515,125.96586740951467,135.2513885498047,133.12147827148436,134.4188331604004,132.69031860351564,0.02014841106677312,0.05218049328462282,0.011151559387973187,0.015624976654310067,20151315.0,1.0331484570609908,135.34893798828125,135.6276092529297,132.67160034179688,131.2284393310547,135.85652834118827,135.9261980501909,134.60245722608684,134.2541014929729,133.82117045329818,132.8009858506282,132.1888861207244,130.70093906988754,135.48827740987483,133.02991253441417,134.29390587074533,133.44792242163658,15922900.0,22848000.0,19628700.0,23224200.0,135.2513885498047,1.9558374134078589,132.67160034179688,138.0760040283203,133.12147827148436,2.7480639154627706,128.8397674560547,138.0760040283203,134.4188331604004,3.0944890754090193,128.8397674560547,138.3347930908203,0.7846660866689346,0.005397952713480203,0.000797313545498285,1.008403484020799,0.0015656440232811875,0.00011857740344683456,0.4398020417933371,-0.014760867723679238,-0.0023665279854959476,1.2834295461783716,0.00528925972047567,0.006989729900068093,1.032339715492918,0.016544793847541817,0.002570483205268015,0.6706470672680809,-0.006335492493426909,0.004623066491149914,3.0186615818272813,-0.0038849526015154456,0.000285504381452234,1.1768499318928174,0.5714285714285714,0.0005451910694510406,0.010036014408483165,0.001859735277341061,138.0760040283203,134.3038772759261,138.5298632526382,134.3038772759261,20819300
2023-10-09,53.31030580974976,0.9267067319311195,0.4605673265291615,0.46613940540195803,138.2420080405256,128.89935751937026,133.57068277994793,9.342650521155349,1.0642610645768356,95.8947397882115,96.01017037965612,86.10091414161246,3.1746763029807283,170429900.0,156240640.0,134.040126056315,133.44793743018522,132.11424244679296,126.51575794634823,136.1133056640625,133.85102233886718,134.50641860961915,132.8195068359375,0.005550368335593525,0.03203371858150317,0.012777740552652794,0.01564688852713425,20122230.0,0.8249135408948213,138.0760040283203,135.34893798828125,135.6276092529297,134.5327911376953,138.5298632526382,135.85652834118827,135.9261980501909,134.72189788558038,134.3038772759261,133.82117045329818,132.8009858506282,131.44243271973966,134.3038772759261,135.48827740987483,133.02991253441417,131.5320048044671,20819300.0,15922900.0,22848000.0,19210400.0,136.1133056640625,2.44772895303839,132.67160034179688,138.84237670898438,133.85102233886718,3.2127151508911904,128.8397674560547,138.84237670898438,134.50641860961915,3.197178060728833,128.8397674560547,138.84237670898438,0.7824090566824272,-0.002900729886614828,0.000786612139646331,1.0078469670301116,-0.0005552488455857763,9.200132437179871e-05,0.43817299368858037,-0.00373845477783763,-0.0011271589476793188,1.2863415098595363,0.0022763209689897757,0.007061125097045501,1.0368285299125977,0.004353399682664794,0.0028283626845686085,0.6748250783609785,0.006225614204465102,0.0048599125342075776,3.068202210857229,0.016236086915119907,0.00046824401947967995,1.1849466209130657,0.5714285714285714,0.0031281411801716208,0.00683988578205096,0.002138442693091454,138.84237670898438,137.33950053589038,139.31016227556893,136.05557327888786,16599100
2023-10-10,52.11595632640545,1.1400768379398585,0.5964692294407554,0.5436076084991031,138.32668708060524,128.8637771934833,133.59523213704426,9.462909887121953,1.022942799476469,105.6409765683088,87.72900674213444,93.19737624317425,3.0317832044372386,150875000.0,154179860.0,135.07522623411546,133.83112704162846,132.42278207544658,126.6053382200011,137.287744140625,134.82142486572266,134.66218032836915,132.94073272705077,-0.0021505248718179937,0.04426111064978633,0.0230027876908947,0.015371435744962195,20339330.0,0.9614328495579746,138.84237670898438,138.0760040283203,135.34893798828125,132.67160034179688,139.31016227556893,138.5298632526382,135.85652834118827,134.60245722608684,136.05557327888786,134.3038772759261,133.82117045329818,132.1888861207244,137.33950053589038,134.3038772759261,135.48827740987483,134.29390587074533,16599100.0,20819300.0,15922900.0,19628700.0,137.287744140625,1.6681510168590636,135.34893798828125,138.84237670898438,134.82142486572266,2.9886164676876694,130.8402862548828,138.84237670898438,134.66218032836915,3.3180671075339463,128.8397674560547,138.84237670898438,0.7833523500080453,0.0012015854038738283,0.0005998763073889356,1.0083019724486189,0.0004502886342029333,0.00014373999970617715,0.4325029392898622,-0.013081670184713512,-0.0021342002667931793,1.2907120213363388,0.0033788424614296098,0.0010885849995938444,1.0352539800287648,-0.0015176602123296856,0.002657782427007421,0.6744805308837831,-0.0005097352755690787,0.004630640647869716,3.0265080947604805,-0.013746684482721094,4.6235343507655636e-05,1.1787302698222706,0.5714285714285714,-0.0034035762365467142,0.007007583713265123,0.0010046656368972245,138.54379272460938,138.85232892033153,140.07654149845536,137.77741833768638,19554900
2023-10-11,57.96771403737694,1.492511203282703,0.7756776248731742,0.7168335784095289,139.60934888815305,128.52464769387822,134.06699829101564,11.084701194274828,1.128343449911469,133.91316171770035,96.29362013690785,93.34426575289946,2.997658845262062,171021300.0,152306650.0,136.1252448146798,134.5676315721368,132.42278207544658,126.6053382200011,138.36862182617188,135.8405960083008,134.8711898803711,133.1360076904297,0.017959700013414626,0.03984725866291594,0.03054538440267951,0.015694518330195004,20526900.0,0.9814584764382347,138.54379272460938,138.84237670898438,138.0760040283203,135.6276092529297,140.07654149845536,139.31016227556893,138.5298632526382,135.9261980501909,137.77741833768638,136.05557327888786,134.3038772759261,132.8009858506282,138.85232892033153,137.33950053589038,134.3038772759261,133.02991253441417,19554900.0,16599100.0,20819300.0,22848000.0,138.36862182617188,2.0342575507650085,135.34893798828125,141.03199768066406,135.8405960083008,3.209726665253182,131.2284393310547,141.03199768066406,134.8711898803711,3.5842361524171555,128.8397674560547,141.03199768066406,0.791167796593775,0.010055780450281881,-1.553704100765163e-05,1.0082265602211697,-7.614023619306742e-05,0.00012061552882585715,0.4322392487497448,-0.000621013348257371,-0.0021271562587477696,1.3099381878065426,0.014940752803908053,0.002327408840644851,1.0456062451248849,0.010078544118151234,0.002721695589649115,0.6866934706758958,0.018104556192771293,0.0043652770015879805,3.0145141614690987,-0.004050185230951575,3.5831519090646826e-06,1.184055095805873,0.5714285714285714,0.0069188992499586354,0.008518549453909825,0.0010565552589802067,141.03199768066406,139.1907280254641,141.54955055947207,139.1807654476743,20146300
