date,open,high,low,close,adj_close,volume,Close
2023-06-08,203.91883769671577,208.88326541238044,203.3926095708738,208.039306640625,208.039306640625,5548600,208.039306640625
2023-06-09,209.19105664117768,217.10435559922402,209.19105664117768,213.77818298339844,213.77818298339844,7676700,213.77818298339844
2023-06-12,214.6121981361925,218.8220381764067,210.63073267273168,212.16970825195312,212.16970825195312,11568300,212.16970825195312
2023-06-13,213.9668276124069,214.6916297933449,206.44075362128387,207.4932098388672,207.4932098388672,11698900,207.4932098388672
2023-06-14,206.22231496808234,210.2037955124363,203.5613891047332,207.91021728515625,207.91021728515625,8963400,207.91021728515625
2023-06-15,206.47055082252797,211.81228002610504,205.8946753750965,210.4123077392578,210.4123077392578,7905400,210.4123077392578
2023-06-16,212.02075286219366,212.1299708679786,209.10168235801672,210.25341796875,210.25341796875,13671200,210.25341796875
2023-06-20,207.16554672271533,215.50579373940772,207.12583797011862,215.42636108398438,215.42636108398438,9522900,215.42636108398438
2023-06-21,214.97958163206113,216.25047391283405,206.58970183860154,208.098876953125,208.098876953125,7971600,208.098876953125
2023-06-22,208.1385878910793,212.43778383483422,207.60242124808377,211.7725372314453,211.7725372314453,5689800,211.7725372314453
2023-06-23,209.0023930784406,209.49883581734426,206.58968863947925,208.59530639648438,208.59530639648438,14017200,208.59530639648438
2023-06-26,207.53294403217546,210.24351736941892,205.87482696469235,205.88475036621094,205.88475036621094,4771500,205.88475036621094
2023-06-27,206.65919579904883,208.98254432782394,206.0436116119967,207.33436584472656,207.33436584472656,4014800,207.33436584472656
2023-06-28,206.9272782977849,210.690307815014,206.1230434372578,210.6605224609375,210.6605224609375,4775900,210.6605224609375
2023-06-29,210.3924194007609,211.13708348332645,208.2279364062139,208.93287658691406,208.93287658691406,3838300,208.93287658691406
2023-06-30,210.3527258947117,212.32857352440374,209.4591349909607,209.75698852539062,209.75698852539062,5983800,209.75698852539062
2023-07-03,209.07190780354762,210.45201804779578,208.42652313595084,210.1442108154297,210.1442108154297,2400000,210.1442108154297
2023-07-05,208.99248687621207,213.09309393484813,208.59532356226762,212.29879760742188,212.29879760742188,5069300,212.29879760742188
2023-07-06,209.69741470272325,210.98816888358655,206.35139541367846,208.64495849609375,208.64495849609375,4250900,208.64495849609375
2023-07-07,208.27760422866893,210.60095275912278,207.79108485937655,208.098876953125,208.098876953125,3020800,208.098876953125
2023-07-10,207.51306816601127,211.35553017823645,206.83791330246208,211.29595947265625,211.29595947265625,3820100,211.29595947265625
2023-07-11,220.48014880058847,220.76809407592307,215.69444863177176,219.5964813232422,219.5964813232422,10030500,219.5964813232422
2023-07-12,220.3212809376714,226.4672444546156,220.0333508158981,225.6630096435547,225.6630096435547,8923500,225.6630096435547
