date,open,high,low,close,adj_close,volume,Close
2023-06-08,68.51780853713959,68.51780853713959,66.47235915426475,67.43437194824219,67.43437194824219,2701500,67.43437194824219
2023-06-09,67.38768071040954,68.33101681621291,67.05144223954517,67.75193786621094,67.75193786621094,2281200,67.75193786621094
2023-06-12,67.82666237728559,68.71395403014782,67.32230464669293,68.3403549194336,68.3403549194336,2772500,68.3403549194336
2023-06-13,68.41507753469895,69.56389357609898,68.41507753469895,69.37709045410156,69.37709045410156,2601300,69.37709045410156
2023-06-14,70.00286347090079,70.20834333805739,68.00411642352171,68.3216781616211,68.3216781616211,3166100,68.3216781616211
2023-06-15,68.35903575484276,69.95616493447076,68.24695388886867,69.63860321044922,69.63860321044922,3366900,69.63860321044922
2023-06-16,69.9561834430199,70.98357587926797,69.55456555761788,70.4979019165039,70.4979019165039,5529600,70.4979019165039
2023-06-20,70.04957304022508,70.20835036225493,68.62056289033426,69.19029998779297,69.19029998779297,3379200,69.19029998779297
2023-06-21,68.76066382380561,69.83475158209848,67.66788506300497,68.61122131347656,68.61122131347656,3441000,68.61122131347656
2023-06-22,69.30237036555025,69.30237036555025,67.72392493165634,68.23761749267578,68.23761749267578,2472800,68.23761749267578
2023-06-23,67.9761062863478,68.33102869273209,67.74260770354182,68.08818817138672,68.08818817138672,3636700,68.08818817138672
2023-06-26,68.17223734294276,68.94745426961462,68.13487671837672,68.77933502197266,68.77933502197266,2512700,68.77933502197266
2023-06-27,68.45243753236116,69.16227513783123,67.90137723477729,69.01283264160156,69.01283264160156,2187900,69.01283264160156
2023-06-28,68.89140531674748,69.31169980230614,68.37770572256751,69.05952453613281,69.05952453613281,2473400,69.05952453613281
2023-06-29,69.07822428319432,70.73139834523859,69.07822428319432,69.69466400146484,69.69466400146484,2190000,69.69466400146484
2023-06-30,69.95617639840484,70.85281009570151,69.17161745963823,70.5726089477539,70.5726089477539,2942400,70.5726089477539
2023-07-03,70.6940275040926,72.0763350122682,70.60062237786099,71.6653823852539,71.6653823852539,1485100,71.6653823852539
2023-07-05,71.4131961293308,72.45927220524975,71.2450768872333,72.30982971191406,72.30982971191406,2412500,72.30982971191406
2023-07-06,71.62802134522877,72.17907453258948,71.46923690704072,71.95491790771484,71.95491790771484,3300600,71.95491790771484
2023-07-07,71.56264181543023,73.31854843560252,71.50659731502378,72.86089324951172,72.86089324951172,3257100,72.86089324951172
2023-07-10,72.91693280525602,74.05640696152706,72.91693280525602,73.35591125488281,73.35591125488281,3159200,73.35591125488281
2023-07-11,73.7201714614515,75.27994025505286,73.65479214452843,75.15852355957031,75.15852355957031,2769200,75.15852355957031
2023-07-12,75.46673879818275,75.54145292310906,73.43996584535311,73.53337097167969,73.53337097167969,2982500,73.53337097167969
2023-07-13,73.8135620579908,74.18716117110995,73.21580632732429,73.94432067871094,73.94432067871094,2194800,73.94432067871094
2023-07-14,74.4019831722483,74.4019831722483,72.92627059075154,73.03834533691406,73.03834533691406,1869800,73.03834533691406
2023-07-17,73.43997111444676,74.49538926085052,73.10373258781688,74.30858612060547,74.30858612060547,2441100,74.30858612060547
2023-07-18,74.32725722565613,76.23260617388654,74.17781473913925,75.42002868652344,75.42002868652344,2793900,75.42002868652344
2023-07-19,75.68154499058059,76.1859026877188,75.00906806106299,75.65352630615234,75.65352630615234,2329500,75.65352630615234
2023-07-20,76.47544578745419,77.40944002722881,76.24194722751054,77.17594146728516,77.17594146728516,2934300,77.17594146728516
2023-07-21,77.48415958176408,77.51217826821477,76.68092398306254,76.7182846069336,76.7182846069336,2537900,76.7182846069336
2023-07-24,77.10123304543167,78.212681427405,76.87706928072504,77.624267578125,77.624267578125,3059600,77.624267578125
2023-07-25,77.74568003006199,80.60370730470244,77.25066421351939,80.37020874023438,80.37020874023438,4330300,80.37020874023438
2023-07-26,81.07071026901941,81.53770743156949,80.63173179609254,81.16410827636719,81.16410827636719,3134400,81.16410827636719
2023-07-27,81.16410699627428,81.52836420725352,79.82849484741341,80.12737274169922,80.12737274169922,2676400,80.12737274169922
2023-07-28,80.58501946603586,80.78115739544597,80.23944616813675,80.68775939941406,80.68775939941406,1620900,80.68775939941406
2023-07-31,81.24814932325494,81.25749126000584,78.79174726769804,79.35214233398438,79.35214233398438,5483600,79.35214233398438
2023-08-01,78.85713466373103,79.60433291264533,78.35277691458546,79.37083435058594,79.37083435058594,2293200,79.37083435058594
2023-08-02,78.91316590138989,80.21141723541193,78.73571185357635,79.19336700439453,79.19336700439453,2793500,79.19336700439453
2023-08-03,78.91316799076961,79.86584606556133,78.72637200102743,79.36148834228516,79.36148834228516,2134200,79.36148834228516
2023-08-04,79.89386393444738,81.25749459788945,79.86584524885359,79.90320587158203,79.90320587158203,3437500,79.90320587158203
2023-08-07,79.90321693292191,81.52836505462898,79.76311635974811,81.45364379882812,81.45364379882812,2750600,81.45364379882812
2023-08-08,80.64105380501123,81.06135546005981,79.53894751715822,80.73445892333984,80.73445892333984,2371500,80.73445892333984
2023-08-09,81.11738952448306,81.11738952448306,80.03396002896473,80.18339538574219,80.18339538574219,1836900,80.18339538574219
2023-08-10,80.29548184748728,81.15475479415883,79.82848475136447,80.2301025390625,80.2301025390625,2023100,80.2301025390625
2023-08-11,80.20208655573315,80.22076330485088,78.82911390674184,79.22138977050781,79.22138977050781,2266900,79.22138977050781
2023-08-14,79.13734288035158,79.39886015316405,78.75440178386815,79.33348083496094,79.33348083496094,1859700,79.33348083496094
2023-08-15,78.97666056524302,79.23957066381328,77.31468189908222,77.3991928100586,77.3991928100586,2020600,77.3991928100586
2023-08-16,77.23957072639384,77.64332757202328,77.01421307039392,77.15505981445312,77.15505981445312,1908800,77.15505981445312
2023-08-17,77.57760640744307,78.07525873532826,77.20201744707724,77.50248718261719,77.50248718261719,1547300,77.50248718261719
2023-08-18,77.07993826740493,77.96257115066844,76.99543452177984,77.7747802734375,77.7747802734375,1738600,77.7747802734375
2023-08-21,77.91562060455149,77.9343968252251,76.98603649655871,77.47430419921875,77.47430419921875,2490100,77.47430419921875
2023-08-22,77.48369512743413,77.6621014754987,75.77477235450002,75.84049987792969,75.84049987792969,2012000,75.84049987792969
2023-08-23,75.63393900691612,76.20671054272682,74.82642527327361,76.17853546142578,76.17853546142578,2060200,76.17853546142578
2023-08-24,76.12219539578022,76.47900093769994,75.33346509350625,75.42736053466797,75.42736053466797,2282300,75.42736053466797
2023-08-25,75.82173136187946,76.15036901242902,75.28651942705203,75.8968505859375,75.8968505859375,3717600,75.8968505859375
2023-08-28,76.1785291735051,76.87337117964331,75.68087690138096,75.93440246582031,75.93440246582031,2269300,75.93440246582031
2023-08-29,76.25364541035896,76.67618561332651,75.15505377741577,76.62923431396484,76.62923431396484,2178000,76.62923431396484
2023-08-30,76.59168570665585,76.71374907325838,75.81233987340923,75.82173156738281,75.82173156738281,2969100,75.82173156738281
2023-08-31,75.9344164615663,75.9344164615663,74.43206051153466,74.46023559570312,74.46023559570312,4174800,74.46023559570312
2023-09-01,74.96726274349803,75.55881765013417,74.38510669412678,74.92031860351562,74.92031860351562,3572100,74.92031860351562
2023-09-05,74.68557978495735,75.1175045766213,73.73721928382373,74.06585693359375,74.06585693359375,3243800,74.06585693359375
2023-09-06,73.99074295125672,74.04707878582131,72.33815588765017,72.7325210571289,72.7325210571289,3563900,72.7325210571289
2023-09-07,72.77007649019477,73.80294065923852,72.5165580854459,73.73721313476562,73.73721313476562,3058800,73.73721313476562
2023-09-08,73.99073754108014,74.6574044684801,73.78416327776354,74.0001220703125,74.0001220703125,2984100,74.0001220703125
