date,volume_lag_2,rel_price_rank,returns_5d,rel_price_NVDA,returns_20d,rel_strength_20d_NVDA,bb_position,rel_return_volatility,rel_return_GOOGL,volume_ratio,rel_return_IBM,rel_return_META,macd_signal,low_lag_1,close_roll_5_min,low_lag_5,open_lag_5,rel_return_CRM,rel_strength_20d_CRM,rel_price_AAPL,ichimoku_senkou_b,rsi_21,rel_strength_20d_ORCL,volume_lag_5
2023-09-28,20378800.0,0.5714285714285714,0.013474552780768478,3.0765119407916006,-0.027751317242043383,0.005207036397888687,0.3018214185168661,0.010984927203160062,-0.000855508658703652,0.9227167558557591,0.023808925875145492,-0.008187366405649543,0.753097421749448,128.77008983706102,128.8397674560547,130.4720065077786,131.76588103190238,0.010385167006915497,0.0014207652237636257,0.7829900907144427,124.36097205831511,45.658560028157765,0.004664944438573548,22042700.0
2023-09-29,18764200.0,0.5714285714285714,0.00457128399640605,3.0182133811159937,-0.04004370608295449,0.004189535368317254,0.2145819571833369,0.007963250166487575,0.0013442863601581534,1.1922260589809028,-0.0005740012569454,0.00272248723052515,0.5500484557104282,130.07391096977557,128.8397674560547,129.89476951877987,131.05925230852196,-0.007547797726427108,0.0023827551079650894,0.7731065974853187,124.3609781483522,40.599557543464066,0.003837821578773792,17348700.0
2023-10-02,18201400.0,0.5714285714285714,0.02269802089302253,3.0055635409694346,-0.011915193676250824,0.0033169622900385554,0.5566606061805486,0.01049396087110095,-0.00011393958253158587,0.9797760281696318,0.02161657082029289,0.003162069511234211,0.4218361210312534,130.70093906988754,128.8397674560547,129.41702480927034,130.15354184508422,0.020593812899426744,0.0036284694584970798,0.7809872688337773,124.80884630334175,46.35694671680695,0.005148402394858198,14650000.0
2023-10-03,23224200.0,0.5714285714285714,0.029741072662593515,3.050143855250554,-0.02494339304832649,0.004110729483958575,0.38719853576594543,0.008541379941594662,-0.0008658600957131002,0.9962868978580951,-0.010922708958753913,0.005329950319935661,0.31664891962381353,131.44243271973966,130.8402862548828,127.58571258480154,130.29687063040993,0.005212234663650395,0.003280973598657921,0.7762136733160374,124.80884630334175,44.39819383802549,0.006776782545024219,20378800.0
2023-10-04,19210400.0,0.5714285714285714,0.03658905934156209,3.0810032395888434,0.00664851900147978,0.0035852988555607427,0.6984215009004981,0.007190065394475096,0.0010617611943470884,1.1393499601566606,0.017437072063741565,0.006862218373328233,0.2777677171266506,132.1888861207244,131.2284393310547,128.77008983706102,128.82980455895424,0.01207206734167765,0.00504456996997904,0.7877508845312104,124.80884630334175,49.35521440581323,0.007297410042215136,18764200.0
2023-10-05,19628700.0,0.5714285714285714,0.021482832504844174,3.0301573181713213,-0.0015416610948044696,0.0015702523282768222,0.7041977459645069,0.006634605002875276,-0.0007976673048073479,0.7961097721425827,-0.005244579119164761,0.0005306395156980948,0.27741106899208295,132.8009858506282,131.2284393310547,130.07391096977557,130.07391096977557,-0.0027482130673647243,0.004805899451645129,0.7805141511409645,125.96586740951467,50.937718535116794,0.0066007316949549585,18201400.0
2023-10-06,22848000.0,0.5714285714285714,0.05218049328462282,3.0186615818272813,0.011151559387973187,0.000285504381452234,0.9960246883297227,0.010036014408483165,0.0015656440232811875,1.0331484570609908,0.016544793847541817,-0.014760867723679238,0.3440324743353087,133.82117045329818,132.67160034179688,130.70093906988754,133.44792242163658,-0.006335492493426909,0.004623066491149914,0.7846660866689346,125.96586740951467,53.61740334337724,0.006989729900068093,23224200.0
2023-10-09,15922900.0,0.5714285714285714,0.03203371858150317,3.068202210857229,0.012777740552652794,0.00046824401947967995,1.0642610645768356,0.00683988578205096,-0.0005552488455857763,0.8249135408948213,0.004353399682664794,-0.00373845477783763,0.4605673265291615,134.3038772759261,132.67160034179688,131.44243271973966,131.5320048044671,0.006225614204465102,0.0048599125342075776,0.7824090566824272,126.51575794634823,53.31030580974976,0.007061125097045501,19210400.0
2023-10-10,20819300.0,0.5714285714285714,0.04426111064978633,3.0265080947604805,0.0230027876908947,4.6235343507655636e-05,1.022942799476469,0.007007583713265123,0.0004502886342029333,0.9614328495579746,-0.0015176602123296856,-0.013081670184713512,0.5964692294407554,136.05557327888786,135.34893798828125,132.1888861207244,134.29390587074533,-0.0005097352755690787,0.004630640647869716,0.7833523500080453,126.6053382200011,52.11595632640545,0.0010885849995938444,19628700.0
2023-10-11,16599100.0,0.5714285714285714,0.03984725866291594,3.0145141614690987,0.03054538440267951,3.5831519090646826e-06,1.128343449911469,0.008518549453909825,-7.614023619306742e-05,0.9814584764382347,0.010078544118151234,-0.000621013348257371,0.7756776248731742,137.77741833768638,135.34893798828125,132.8009858506282,133.02991253441417,0.018104556192771293,0.0043652770015879805,0.791167796593775,126.6053382200011,57.96771403737694,0.002327408840644851,22848000.0
2023-10-12,19554900.0,0.5714285714285714,0.03161981856610674,2.975681364454835,0.009353061011311725,-0.0010787158985162526,0.932085509926761,0.007294328195243095,0.0012910538070094457,0.8872576721636826,0.003943019490413979,0.0012142372933149348,0.9485001743677888,139.1807654476743,138.0760040283203,133.82117045329818,135.48827740987483,-0.004294282908256286,0.003604168326034607,0.7793506676563234,126.6053382200011,53.95071564564414,0.002343426122377784,15922900.0
2023-10-13,20146300.0,0.5714285714285714,-0.0010812305384857446,3.0353634033327945,0.0020245203860989047,-0.001703340503337064,0.7473363435664981,0.010508235189021083,-0.000603765243680443,1.0227191417002686,0.007493734256617479,0.017024837537388704,1.0789711967767164,138.7926103716341,137.9267120361328,134.3038772759261,134.3038772759261,-0.0068895164896293215,0.002554900892679274,0.7778573969626682,126.6053382200011,49.423002406889445,0.002486274149892137,20819300.0
