date,rsi_21,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_middle,bb_width,bb_position,cci_20,stoch_k_14,stoch_d_3,atr_14,obv,obv_sma_20,ichimoku_tenkan_9,ichimoku_kijun_26,ichimoku_senkou_a,ichimoku_senkou_b,sma_5,sma_10,sma_20,sma_50,returns_5d,returns_20d,volatility_20d,volume_sma_20,volume_ratio,close_lag_1,close_lag_2,close_lag_3,close_lag_5,high_lag_1,high_lag_2,high_lag_3,high_lag_5,low_lag_1,low_lag_2,low_lag_3,low_lag_5,open_lag_1,open_lag_2,open_lag_3,open_lag_5,volume_lag_1,volume_lag_2,volume_lag_3,volume_lag_5,close_roll_5_mean,close_roll_5_std,close_roll_5_min,close_roll_5_max,close_roll_10_mean,close_roll_10_std,close_roll_10_min,close_roll_10_max,close_roll_20_mean,close_roll_20_std,close_roll_20_min,close_roll_20_max,rel_price_AAPL,rel_return_AAPL,rel_strength_20d_AAPL,rel_price_GOOGL,rel_return_GOOGL,rel_strength_20d_GOOGL,rel_price_META,rel_return_META,rel_strength_20d_META,rel_price_ORCL,rel_return_ORCL,rel_strength_20d_ORCL,rel_price_CRM,rel_return_CRM,rel_strength_20d_CRM,rel_price_NVDA,rel_return_NVDA,rel_strength_20d_NVDA,avg_rel_price,rel_price_rank,avg_rel_return,rel_return_volatility,avg_rel_strength
2023-09-28,-1.089249494286536,-0.5810863438648559,-0.34127665727612755,-0.7948960457223057,-1.5154729760046302,-1.458542139850481,-1.4974394606987513,-0.853284803748683,-1.997543400546224,-2.51587603336358,-1.510748704752521,-1.6567073569239308,-1.182333252073601,-1.7879073521362057,-1.4503747654866646,-1.5277869398985233,-1.493917485674656,-1.5044080179902735,-1.5669158422901648,-1.589935684301438,-1.530827769640098,-1.4699722017189212,-1.4786434788464007,-1.4456645101406622,-0.9657529913490324,-0.6115370460766106,-0.1825025579586809,0.7752644862650556,-1.626399981358952,-1.62131449856071,-1.505388044329235,-1.4579666903819282,-1.6319827541296241,-1.5535033610900817,-1.5034261267651685,-1.4262418188602324,-1.642969504510921,-1.595600031981074,-1.4782131309450113,-1.4251571957753701,-1.6075300882596741,-1.542112436302712,-1.497964766990132,-1.4002295141181262,0.09279126552010251,0.2791664587730228,-0.6535571268372745,0.34044282515545493,-1.589935684301438,0.0054732833222001795,-1.6223161988878283,-1.5517941862996512,-1.530827769640098,-0.437540952751612,-1.5612001481387021,-1.4917618639381003,-1.4699722017189212,-1.1674840549408498,-1.4542037707557824,-1.5317166852107225,-1.1170746557710978,-0.6888757662553047,0.525001398106931,-0.9617846180131905,-1.1492854813073354,-0.14422383193912613,1.472563866075367,-1.31154023866343,-0.6494464007234965,-0.633450630822722,-1.1052733962856374,0.9139002994576797,-0.08666930317888724,-0.5768666619341926,0.25132830741254364,1.6070267473788495,-0.7102834256180215,1.0443268170735518,1.0419219992382738,1.1102230246251565e-16,-1.2448441262877334,-0.6970977732524396,0.5530127326054626
2023-09-29,-1.2782732884575296,-0.7039731994222261,-0.4240973982633863,-0.9332296752889857,-1.5105789329170503,-1.498374187809579,-1.5138907389540637,-0.6747640102851569,-1.9569167776834884,-2.1756583245856405,-1.7024248210205841,-1.6221926649648,-1.0916737711274962,-1.8948046667333016,-1.467610665545578,-1.5378006600605965,-1.5041057422139597,-1.5062296808213629,-1.5669158422901648,-1.6337036615498284,-1.5497685071750391,-1.4809399147285718,-1.4762033085605484,-1.6157387101667362,-1.0883247547440615,-0.5859905605189407,-0.06350618894151072,0.6785118626608887,-1.6786979828290058,-1.6236323189195156,-1.6126272268000517,-1.4735208805710898,-1.6820569895682282,-1.6304273784920866,-1.5446746816518564,-1.463872455082778,-1.694870287456742,-1.6379611696841294,-1.5868004692225643,-1.441623395325268,-1.6580184540855771,-1.6030980585999746,-1.5330927040116442,-1.45290907829547,0.6637418156979533,0.10983395711133397,0.2853977277100277,-0.7088402229450008,-1.6337036615498284,0.00912025941353283,-1.6655597291883506,-1.5656421755557404,-1.5497685071750391,-0.19503961087343902,-1.6053994056101304,-1.4917618639381003,-1.4809399147285718,-0.9975819347997893,-1.499954651774905,-1.5317166852107225,-1.2167642586641096,-0.6611773422320998,0.4000085981973535,-0.9472694722747556,0.06563747454277559,-0.1046142863146273,1.5112805067361332,0.17019825743748088,-0.5676735163442024,-0.7021441286605132,-0.3023601833208722,0.7707839143974226,-0.15771434729058315,-0.30319117509806875,0.5454545986039167,1.5173317482112614,-0.4987283588606554,0.9213344371158894,0.9359972573132344,1.1102230246251565e-16,-0.36025380457038364,-0.6418312963801552,0.5370439309420545
2023-10-02,-1.1955685127720779,-0.7864159404848944,-0.508105832211821,-0.9465113035669809,-1.5185569731285657,-1.524914060468747,-1.5307879203184567,-0.6048277538911259,-1.5725028415491749,-1.7907834592125036,-1.5746701393932478,-1.6685435506149646,-1.1596686897805866,-1.8334187395119208,-1.4843229070230726,-1.5378006600605965,-1.5041057422139597,-1.4859135367319356,-1.5669158422901648,-1.671313715931691,-1.5640489390254255,-1.4929322465418506,-1.473800602587382,-1.428246599312549,-1.142843875561485,-0.6208405340281241,-0.02764426951167861,-0.45336711968488047,-1.720799776707559,-1.676243570487443,-1.6149457002009395,-1.4877516749803759,-1.6869336860524182,-1.6808358742547842,-1.621609039420789,-1.4857971833054429,-1.7149610958587194,-1.6900687352237367,-1.62916157581055,-1.460778647587451,-1.66263783802978,-1.653806974927674,-1.5940710746097664,-1.4807399880687016,0.629911486835249,0.7008479418666284,0.11576443809948718,-0.6506201192939977,-1.671313715931691,-0.4881173246584007,-1.6655597291883506,-1.6699792789763594,-1.5640489390254255,-0.05795821060531742,-1.6053994056101304,-1.4917618639381003,-1.4929322465418506,-0.902325334917998,-1.499954651774905,-1.5317166852107225,-1.3075418306548559,-0.6196519586976965,0.2790121120632976,-1.1061918180342705,-1.0151949334220163,-0.41202289254408103,1.301122638023244,-0.7429992353142171,-0.8900916446173435,-0.7404292691893759,-0.17550597032221246,0.6922291575889921,-0.1679922835626577,-0.050685304321369605,0.44013269353102624,1.3966771888264333,-0.7162718473750675,0.5440195107547994,0.7692991186169614,1.1102230246251565e-16,-0.7613563794960956,-0.48640290569650135,0.20321444131675537
2023-10-03,-1.4134444771876475,-0.8589767029763564,-0.5909366005114242,-0.9333418169966133,-1.5196515498099241,-1.5512712168453255,-1.54396230737393,-0.5055947868994285,-1.4773109142876162,-1.5425734108604336,-1.6794293095557724,-1.7276005068680962,-1.1198335600930287,-1.8949752196407346,-1.5077416682334266,-1.5825286117237483,-1.5041057422139597,-1.4623742210357058,-1.5573166982880164,-1.690184994840892,-1.5844543486844387,-1.505932296622835,-1.4720984034502271,-0.858851994898093,-1.2002194243190003,-0.6288789653510669,-0.05690073499760773,-0.44106358821886193,-1.7043545212873852,-1.718597542091385,-1.667571774902657,-1.594973008025992,-1.709045894637728,-1.6857451241296157,-1.6720243112510926,-1.5270263481744133,-1.7065907797491122,-1.710239589228821,-1.6812691030761489,-1.5693205227189189,-1.7273181671683695,-1.6584465379256097,-1.6447739612243784,-1.5158593622525762,-0.4021260455429519,0.6658288014866064,0.7078282501618415,0.28763956927228335,-1.690184994840892,-0.5692676764800073,-1.6655597291883506,-1.6722350104490629,-1.5844543486844387,0.024784469694149124,-1.6053994056101304,-1.4917618639381003,-1.505932296622835,-0.8224036198881549,-1.499954651774905,-1.5317166852107225,-1.2679715904965994,0.20180292911582276,0.3354983287307884,-1.031410882589585,0.43759805966016135,-0.32284554172941454,1.4904949389111783,0.7141524771250803,-0.523594642334915,-0.5630599397062822,0.7402581125555905,1.1605499761829172,-0.002111115208380369,0.6773255014090196,0.46600469280472895,1.5184222653207387,0.7958925691227,0.7292473686998089,0.9521614414420059,1.1102230246251565e-16,0.8471250056935242,-0.7612826363643943,0.4793783579543235
2023-10-04,-1.3313294220313405,-0.8957205587599895,-0.665113022404446,-0.8365627937227198,-1.5264378440672104,-1.5693327543204614,-1.556178210435677,-0.46391731383494905,-1.1768081437627331,-1.340301939987914,-1.505675324296089,-1.6587163192969345,-1.1225813941203802,-1.8455411153940657,-1.525836089234239,-1.6017219398544964,-1.5041057422139597,-1.4316249153351823,-1.5343153461858554,-1.7040899162003285,-1.6136144577285523,-1.5176726444391206,-1.4704667653079089,-0.7011504321908939,-1.127704680068425,-0.6011764859861951,-0.0761868274839687,-0.7351961552627795,-1.7178396733693542,-1.7020537842863184,-1.7099376796685926,-1.5972910955285862,-1.7028668728604286,-1.708004938243865,-1.6769342210426417,-1.6039245408324876,-1.701901976607573,-1.7018359241873149,-1.7014399422653532,-1.6116638936370957,-1.699927596455542,-1.7234094129302522,-1.6494129725395774,-1.5768228686733194,-0.3982585079468387,-0.40247494957881064,0.6727469047396564,0.11813186961062573,-1.7040899162003285,-0.9089987024213912,-1.6655597291883506,-1.7234369319134362,-1.6136144577285523,-0.2510102061049332,-1.6053994056101304,-1.5700007740353756,-1.5176726444391206,-0.7866415813242583,-1.499954651774905,-1.5317166852107225,-1.2878464159984424,-0.17113848398616105,-0.10545794184258901,-1.1502975838287024,-0.7704436694477683,-0.5606093187719401,1.3695034161912492,-0.412178683402505,-0.7005296365514482,-0.7556619800778233,-0.8463560075029525,0.9762148038941615,-0.05655163716556744,-0.23492924774513613,0.5743737317135547,1.4843462740871576,-0.16371931134908493,0.4514724156378398,0.8516372835427125,1.1102230246251565e-16,-0.5686022381780451,-0.7935288310217143,0.1750344190145091
2023-10-05,-1.2528185133022318,-0.9097329874696658,-0.7274713617692935,-0.7044046327321813,-1.5401772874805055,-1.581342819593009,-1.5691743446079343,-0.47644076181185857,-0.9718386063716845,-1.1375931861871056,-1.3906894862693069,-1.5943026459191538,-1.1782139001531888,-1.7851185309685138,-1.537662666885933,-1.6129045438494558,-1.5041057422139597,-1.4293973799961734,-1.5343153461858554,-1.7044872119294816,-1.633121215122452,-1.5277501809116008,-1.4690317723755444,-0.27157315236821644,-1.0336497379431355,-0.5863647917820234,-0.0833225507732197,-0.46170359106187114,-1.695473145337107,-1.7156197085792857,-1.6933892606869139,-1.649908410883558,-1.7171746614528212,-1.7017846696696095,-1.6991970273907009,-1.6543161135776545,-1.7022372645461747,-1.6971284399619784,-1.6930362833965007,-1.6637496046194906,-1.7164279862167513,-1.6958991908083052,-1.7143681229165606,-1.6275133958776538,-0.673151180162883,-0.398471505138381,-0.3974544908469261,0.70975734044843,-1.7044872119294816,-0.9198955697329673,-1.6655597291883506,-1.7253691488099017,-1.633121215122452,-0.4390955782497919,-1.6053994056101304,-1.585010437101041,-1.5277501809116008,-0.7680574268955492,-1.499954651774905,-1.5317166852107225,-1.3200876749801096,-0.2497266883302271,-0.4510061260428,-1.1178152700931807,0.18120440431455115,-0.4299274057327322,1.4360723664160713,0.2742657126191248,-0.5979314563904714,-0.8400600772791829,-0.3788579400193473,0.988495763611551,-0.031115110661724062,0.09863308033200378,0.7049631595993927,1.4304275030049958,-0.29063875546878115,0.2631003067282833,0.7967995155560913,1.1102230246251565e-16,-0.10097524271107602,-0.7392096957017302,0.12068963022257169
2023-10-06,-1.124506028320607,-0.904275330207476,-0.7761828723811058,-0.5517961360072511,-1.5490812588842882,-1.5899741612419631,-1.5780019258427453,-0.48121002705223453,-0.7766529623620535,-0.9471425541279033,-1.2603760675002251,-1.4475874440577816,-1.0813734060848212,-1.7193132218160725,-1.5496916149678683,-1.6339332845065897,-1.5041057422139597,-1.419081162259764,-1.5310553788054089,-1.6930322630181183,-1.649365780112153,-1.537239899871275,-1.468552351376307,0.11307968805292579,-0.9989247397874371,-0.5744963860109956,-0.09718156563867325,-0.3243344647756482,-1.6806715627104196,-1.693119211429706,-1.706959007156788,-1.6922672640566825,-1.700916520520921,-1.7161879669804092,-1.6929759226684955,-1.6592237153310647,-1.6955402481017685,-1.6974650637515185,-1.6883288026289016,-1.6839119987190256,-1.6989381917708688,-1.7124716599323964,-1.6868611719894724,-1.632151276380626,-0.4239712578990197,-0.6830240176735339,-0.39344393502604813,0.6747019679021375,-1.6930322630181183,-0.8514485899228116,-1.662519352363373,-1.7089460878865002,-1.649365780112153,-0.6968783441960998,-1.6053994056101304,-1.5987430343396278,-1.537239899871275,-0.7745303910520681,-1.499954651774905,-1.5317166852107225,-1.4087311468387227,-0.6132863452357663,-0.5529986571806017,-1.225576473075912,-0.7066342486456176,-0.5023543123457415,1.0862826524470304,-1.2825446739420066,-1.0612328736159196,-0.9483614065752964,-0.4889341192020721,0.9602348539693895,-0.25896142114088727,-0.9781123746817887,0.5273070541241268,1.3365978708003325,-0.5539992107138633,-0.005041157921463772,0.6241150433643303,1.1102230246251565e-16,-1.0381250571342657,-0.684972036417529,-0.13901484576221387
2023-10-09,-1.1229818872580757,-0.8921269617069331,-0.8125362541636927,-0.41359879312685305,-1.5551393198064734,-1.5967594442131836,-1.5844442053750485,-0.4808533297578876,-0.6839674180085854,-0.8742961868703734,-1.2169355010096234,-1.3464964197977298,-1.1047246992935167,-1.6751868739853335,-1.5625992541196108,-1.6731548441852329,-1.5041057422139597,-1.3805927757988885,-1.5163849427528422,-1.6837621723915175,-1.6636129864781564,-1.54761979536812,-1.4682855751455057,0.041082159704597276,-1.047711447817537,-0.5937423132645309,-0.1573573165329808,-0.849732704076175,-1.6638969331701503,-1.678228971548895,-1.6844521705290616,-1.67572159947652,-1.6605966771788219,-1.699821298151688,-1.7073811561155527,-1.6814760564346878,-1.6982194770474772,-1.690741365119438,-1.6886654261711853,-1.6755118582785355,-1.6824387638555287,-1.6949054640645573,-1.7034316705087624,-1.6970905931945373,-0.3019100713491621,-0.42508781158299563,-0.6785019026022955,-0.39470709182351377,-1.6837621723915175,-0.7997935890989655,-1.662519352363373,-1.7034713863802307,-1.6636129864781564,-1.079918580301672,-1.6053994056101304,-1.7022107213676294,-1.54761979536812,-0.8128323837093568,-1.499954651774905,-1.5317166852107225,-1.4661411577079098,-0.4150388907096769,-0.6156849283610156,-1.260801866075714,-0.24637727676877655,-0.5552935826225175,0.9963786626738815,-0.30793199428765583,-0.8014036664658991,-0.9683537301854671,-0.09810161484989359,0.918194737840082,-0.24023771884619768,0.07214998426537612,0.5219473908428337,1.3919608742801481,0.39907143056590516,-0.01624010210692395,0.6519963965395124,1.1102230246251565e-16,-0.07409027451303059,-0.716882361770533,-0.13173042997967885
2023-10-10,-1.241229071681553,-0.8813776640885889,-0.8393043854712242,-0.3064097381418089,-1.5689467355323141,-1.6020708119680123,-1.5942748789745642,-0.5201064853093669,-0.6414045517957091,-0.699041479877257,-1.0623403916290104,-1.2315377489976973,-1.3595298869614598,-1.7317092320332195,-1.5741285374689657,-1.6798305223980297,-1.5041057422139597,-1.3725333705871996,-1.5096833103561513,-1.6723733142630755,-1.6673745859601228,-1.5546572765015623,-1.468585629100139,0.11069712377478295,-0.8605546736560432,-0.6776823948309671,-0.2517518065400544,-0.5131848679603256,-1.6583050346781725,-1.6613538667667889,-1.6695577353475999,-1.6892890873300095,-1.6781554309109088,-1.6592323079362545,-1.6910122872280362,-1.6752578761138612,-1.6791329240516597,-1.6934312686230109,-1.6819417324777908,-1.6708063484302833,-1.6527386272438396,-1.6783339609880084,-1.6858675634081224,-1.669590347402298,-0.7935123501869766,-0.2987373452872382,-0.4201075204285883,-0.39069950526357333,-1.6723733142630755,-0.9314666564051302,-1.6395462782119492,-1.7034713863802307,-1.6673745859601228,-1.146628104919861,-1.6053994056101304,-1.7044476563637638,-1.5546572765015623,-0.8150269916816192,-1.499954651774905,-1.5317166852107225,-1.4445225096135195,0.0928837258652882,-0.6194556089733263,-1.2466257182810112,0.0679071656340978,-0.5139183950768375,0.8691346637915244,-0.4537075997913667,-1.022839556995085,-0.9209050783469451,0.19884402090252884,-0.3897710725109372,-0.2301289793476631,0.03547769715265824,0.5069918046970189,1.3355699597667599,-0.3121149991185556,-0.053713335703276285,0.6106019221601163,1.1102230246251565e-16,-0.1171985721444921,-0.7029294855653738,-0.46860134268678943
2023-10-11,-0.8537914544743737,-0.841581247729356,-0.8521497954967959,-0.15071601396473983,-1.6124701105836106,-1.5847575832869891,-1.6089874421256385,-0.778223760027566,-0.20198893858759154,-0.5652118944013047,-0.5364687065452213,-0.9780897287163788,-1.448126817311738,-1.6846385037895475,-1.5857689955043721,-1.6798305223980297,-1.5041057422139597,-1.3545086685951686,-1.4933830530468535,-1.6580709898842534,-1.6671748015540255,-1.5602335552608193,-1.4675167477054498,0.20298217678037853,-0.7744544785223572,-0.635329469489254,-0.2593654268936314,-0.7528146890220163,-1.6612651380163772,-1.6557284743993155,-1.6526778760324148,-1.6667859968525953,-1.64498873410525,-1.67690827154008,-1.6504178409136334,-1.6896563379847376,-1.6443079042285293,-1.6742686711686918,-1.6846316340055776,-1.6711428310356444,-1.642838562564256,-1.6485040839910643,-1.6692980308215033,-1.6861568066724768,-0.5124146176518936,-0.8076147281713003,-0.293532615840001,-0.6755464269085724,-1.6580709898842534,-0.8573742925760303,-1.6243432992448488,-1.6703022717548937,-1.6671748015540255,-1.1408362900269682,-1.6053994056101304,-1.7025310227237727,-1.5602335552608193,-0.8373156772578397,-1.499954651774905,-1.5317166852107225,-1.444701953333908,-0.046760928460595326,-0.7780091332377322,-1.3184337215908848,-0.48613937924047373,-0.5301167384369918,0.7536234142047349,-0.4174142693064496,-1.0378944979486955,-0.8739602881494558,0.19738373105946042,-0.12490488246769231,-0.14967331935319084,0.33325903220117903,0.42308669277021427,1.271862483138748,-0.3681477063870836,-0.06959598110177304,0.5506387129213871,1.1102230246251565e-16,-0.20031013948819526,-0.5583745839811299,-0.4728064865241986
