date,rsi_21,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_middle,bb_width,bb_position,cci_20,stoch_k_14,stoch_d_3,atr_14,obv,obv_sma_20,ichimoku_tenkan_9,ichimoku_kijun_26,ichimoku_senkou_a,ichimoku_senkou_b,sma_5,sma_10,sma_20,sma_50,returns_1d,returns_5d,returns_20d,volatility_20d,volume_sma_20,volume_ratio,close_lag_1,close_lag_2,close_lag_3,close_lag_5,high_lag_1,high_lag_2,high_lag_3,high_lag_5,low_lag_1,low_lag_2,low_lag_3,low_lag_5,open_lag_1,open_lag_2,open_lag_3,open_lag_5,volume_lag_1,volume_lag_2,volume_lag_3,volume_lag_5,close_roll_5_mean,close_roll_5_std,close_roll_5_min,close_roll_5_max,close_roll_10_mean,close_roll_10_std,close_roll_10_min,close_roll_10_max,close_roll_20_mean,close_roll_20_std,close_roll_20_min,close_roll_20_max,rel_price_AAPL,rel_return_AAPL,rel_strength_20d_AAPL,rel_price_GOOGL,rel_return_GOOGL,rel_strength_20d_GOOGL,rel_price_META,rel_return_META,rel_strength_20d_META,rel_price_ORCL,rel_return_ORCL,rel_strength_20d_ORCL,rel_price_CRM,rel_return_CRM,rel_strength_20d_CRM,rel_price_NVDA,rel_return_NVDA,rel_strength_20d_NVDA,avg_rel_price,rel_price_rank,avg_rel_return,rel_return_volatility,avg_rel_strength,close,open,high,low,volume
2023-09-28,38.7216442542512,0.016577390445064566,0.8017670640277419,-0.7851896735826773,140.66772188887177,134.61817085201363,137.6429463704427,6.049551036858134,-0.21346598430100247,-256.08598403656174,11.689413383151294,9.340970087198853,2.0690560567937593,36784600.0,51748195.0,137.55504729417433,137.55504729417433,132.31967864446682,128.37827937811107,135.86563415527343,137.13034362792968,138.00377731323243,135.53243682861327,-0.011105463651353231,-0.03935416649946233,-0.03595252772005886,0.009977222757595194,4049030.0,1.4282927022027498,134.82408142089844,134.89004516601562,137.94114685058594,138.78871154785156,135.4361991019471,137.64923833283723,138.83576503987666,140.54969814248219,133.49627216633888,134.68286858503848,137.724558406069,138.72278519417176,135.29493454356805,137.02770858990576,138.02591134565694,140.31427151242775,4439800.0,4824700.0,2694200.0,4944600.0,135.86563415527343,2.1761640930513706,133.32679748535156,138.34609985351562,137.13034362792968,2.2731732542805325,133.32679748535156,141.09585571289062,138.00377731323243,1.860540312167547,133.32679748535156,141.09585571289062,0.7878615985744796,-0.012631086236130296,0.002845548340066945,1.0125027100831547,-0.024664434533849144,-0.0005275837391484296,0.44069999321123576,-0.031996292280795036,-0.003381511992212727,1.2837662076731642,-0.025729874186396717,0.004213712863297242,0.6608373420040218,-0.013423758868229996,0.0009695336484873195,3.095652990312915,-0.025728328852956395,0.004755804822612381,1.213553473643162,0.5833333333333334,-0.02236229582639293,0.007686070201351878,0.0014792506571837886,133.32679748535156,133.85415078469686,133.9859891095332,132.03666428021754,5783200
2023-09-29,35.396377996723274,-0.3520583244612965,0.5710019812333517,-0.9230603056946481,140.8133117288486,133.5459452698493,137.17962849934895,7.267366458999277,-0.19601541143228582,-215.9256088992109,5.6006903181581755,10.384812783149451,2.1578460384444207,31081000.0,50846670.0,137.27253997234172,137.27253997234172,132.2701889035791,128.37827937811107,134.62070007324218,136.59451446533203,137.69631118774413,135.59824981689454,-0.009040703479918366,-0.04499346506151669,-0.044473053215551284,0.010098604348995979,4139915.0,1.377709445725335,133.32679748535156,134.82408142089844,134.89004516601562,138.34609985351562,133.9859891095332,135.4361991019471,137.64923833283723,139.46673284297063,132.03666428021754,133.49627216633888,134.68286858503848,138.2613497205233,133.85415078469686,135.29493454356805,137.02770858990576,138.81695308476225,5783200.0,4439800.0,4824700.0,2562000.0,134.62070007324218,2.1828774095842345,132.12142944335938,137.94114685058594,136.59451446533203,2.760875014127717,132.12142944335938,141.09585571289062,137.69631118774413,2.275852962693432,132.12142944335938,141.09585571289062,0.7783674734877397,-0.012087210523934577,0.0023100135857219042,1.014466502679774,0.0019182876171035534,-0.0003147520291774564,0.4421709025562409,0.0032964884874705502,-0.003072619727681142,1.274922484649325,-0.006873962654076804,0.0035788678910673717,0.656219251718266,-0.006973796469481708,0.0021238014202586693,3.0387518765816215,-0.018555870937973062,0.003930581680610834,1.2008164152788279,0.5833333333333334,-0.006546010746815341,0.008291577990098789,0.00142598213680003,132.12142944335938,133.72232767547308,133.84475412292988,131.4716496365523,5703600
2023-10-02,36.85130276494831,-0.5993698750143039,0.33692760584808434,-0.9362974808623883,140.5759779790353,132.83152731067824,136.70375264485676,7.744450668357047,-0.030896016031712374,-170.49376165691706,9.658905247749914,8.9830029830198,2.0912532506130503,34356300.0,49972535.0,137.27253997234172,137.27253997234172,132.82212457996428,128.37827937811107,133.55092163085936,136.19052429199218,137.36012115478516,135.66305236816407,0.0035635793322561504,-0.03877662564099049,-0.048262927376205855,0.009933018157687178,4167305.0,0.7859515922160725,132.12142944335938,133.32679748535156,134.82408142089844,137.94114685058594,133.84475412292988,133.9859891095332,135.4361991019471,138.83576503987666,131.4716496365523,132.03666428021754,133.49627216633888,137.724558406069,133.72232767547308,133.85415078469686,135.29493454356805,138.02591134565694,5703600.0,5783200.0,4439800.0,2694200.0,133.55092163085936,1.2675675171380734,132.12142944335938,134.89004516601562,136.19052429199218,3.0365635510870943,132.12142944335938,141.09585571289062,137.36012115478516,2.5087003865168946,132.12142944335938,141.09585571289062,0.769722102270085,-0.011271833897269712,0.001791601136962528,0.9929654766712307,-0.021730510402824477,-0.0019665331413329435,0.43418665682261226,-0.01845450130905868,-0.004290535257068334,1.269993587600502,-0.003894871291297397,0.003230409589919148,0.6555511623638409,-0.0010227579208661464,0.0017104766535580291,2.962210498918773,-0.025931357330070792,0.0013989694850995047,1.1807715807745074,0.5833333333333334,-0.013717638691897868,0.009994474691273299,0.000312398077856322,132.59225463867188,131.87654862881772,133.20435800776454,131.70704838604064,3275300
2023-10-03,33.01847528428701,-0.8170374883149236,0.10613458375327499,-0.9231720720681986,140.5434160990049,132.12202783003158,136.33272196451824,8.421388268973317,0.00999228691199805,-141.1942619616047,6.331158483797031,7.196918016568378,2.130266935636381,31071900.0,48747615.0,136.01067388951725,137.27253997234172,133.46162526834559,128.62783200737044,133.01414794921874,135.6132598876953,136.99568099975585,135.70896179199218,-0.002911767975523727,-0.019896712206597278,-0.05225136494506688,0.009894824348830688,4144960.0,0.7923840037057053,132.59225463867188,132.12142944335938,133.32679748535156,134.89004516601562,133.20435800776454,133.84475412292988,133.9859891095332,137.64923833283723,131.70704838604064,131.4716496365523,132.03666428021754,134.68286858503848,131.87654862881772,133.72232767547308,133.85415078469686,137.02770858990576,3275300.0,5703600.0,5783200.0,4824700.0,133.01414794921874,1.118186774054386,132.12142944335938,134.82408142089844,135.6132598876953,3.2029698500542794,132.12142944335938,141.09585571289062,136.99568099975585,2.7040628650784373,132.12142944335938,141.09585571289062,0.7734906478242087,0.004857941636960739,0.002033617734628867,1.0030827879294753,0.010056848863040813,-0.0014873615738401904,0.44138122438599753,0.016252659278689574,-0.0029061143718522257,1.2928284303766926,0.01761127190375511,0.005307817546735216,0.6663338175334588,0.016134943622404307,0.001812008600368919,3.039443683690693,0.02533631403373937,0.0026417644856695727,1.2027600986234208,0.5833333333333334,0.01504166322309832,0.006982851238729112,0.0012336220702850265,132.2061767578125,132.65819186055424,133.38330989881777,131.8389117925909,3284400
2023-10-04,34.46302581478426,-0.9272616248491374,-0.10054466030429936,-0.8267169645448381,140.34153485740705,131.63583534116066,135.98868509928386,8.705699516246398,0.13906886588370637,-117.31749734813711,11.850572786857924,9.280212172801628,2.12757576500181,33709500.0,47801185.0,135.46919123976147,137.27253997234172,134.2970022358197,129.22580698225676,132.61863708496094,134.7883270263672,136.66655502319335,135.75296813964843,0.00484357355685372,-0.014667663969580191,-0.04721053245581841,0.010026449930888333,4130230.0,0.6386085036426543,132.2061767578125,132.59225463867188,132.12142944335938,134.82408142089844,133.38330989881777,133.20435800776454,133.84475412292988,135.4361991019471,131.8389117925909,131.70704838604064,131.4716496365523,133.49627216633888,132.65819186055424,131.87654862881772,133.72232767547308,135.29493454356805,3284400.0,3275300.0,5703600.0,4439800.0,132.61863708496094,0.4928133534280665,132.12142944335938,133.32679748535156,134.7883270263672,2.648310862594867,132.12142944335938,138.78871154785156,136.66655502319335,2.7914804147349668,132.12142944335938,141.09585571289062,0.7715978317840633,-0.002464994010503929,0.0001443296459609335,0.9869982905405413,-0.016375310869394477,-0.0027649241017430382,0.43678455591482274,-0.010574853690413333,-0.0035744759131294324,1.268032501322471,-0.019649362247829538,0.004490131596357333,0.6627950591479098,-0.005365004722063915,0.0022372915241212375,3.017826404347552,-0.007197890572647081,0.0007780204097029399,1.19067244050956,0.5833333333333334,-0.010271236018808713,0.006629557105875709,0.00021839552687832886,132.84652709960938,132.18732113233594,132.96893915896945,131.82948247589223,2637600
2023-10-05,35.8441729703037,-0.9692960772040067,-0.2742949452560305,-0.6950011319479762,139.93280871174056,131.31254040935318,135.62267456054687,8.620268302387387,0.2271105389559335,-93.38911447380855,15.503176657243644,11.22830264263287,2.073090463097535,36933400.0,47182595.0,135.15370733821447,137.27253997234172,134.35751845477324,129.22580698225676,132.60733642578126,134.23648529052736,136.38404388427733,135.79167083740234,0.0031898996465749008,-0.000423795493210144,-0.040672342010007356,0.010096826226280728,4124780.0,0.7815932001221884,132.84652709960938,132.2061767578125,132.59225463867188,133.32679748535156,132.96893915896945,133.38330989881777,133.20435800776454,133.9859891095332,131.82948247589223,131.8389117925909,131.70704838604064,132.03666428021754,132.18732113233594,132.65819186055424,131.87654862881772,133.85415078469686,2637600.0,3284400.0,3275300.0,5783200.0,132.60733642578126,0.4727545108014082,132.12142944335938,133.27029418945312,134.23648529052736,2.270046700070591,132.12142944335938,138.34609985351562,136.38404388427733,2.8369079492893414,132.12142944335938,141.09585571289062,0.7685272754086463,-0.004008122080606524,-0.0013361801279932973,0.9913929089883583,0.004446911814357413,-0.0020627384397795268,0.4393136206606724,0.005775218634862855,-0.0031869173177918268,1.2571669402594665,-0.008670464330019056,0.004544608276490497,0.6644484915219694,0.0024963660518000363,0.002749776033180667,2.9836211737987974,-0.01150090437181861,-0.0004858710901876396,1.184078401772985,0.5833333333333334,-0.0019101657135706478,0.007224685678848708,3.711288898647886e-05,133.27029418945312,132.68642644841046,133.43979444474658,132.01782294902043,3223900
2023-10-06,38.101418829748155,-0.9529242091353183,-0.4100207990141368,-0.5429034101211815,139.66793001152544,131.08019620917767,135.37406311035156,8.58773380234777,0.3109496834308651,-70.90771908696414,19.642671623991458,15.665473689364347,2.167933998507615,40444500.0,46553420.0,134.56044398469476,137.27253997234172,134.63778269138322,129.31055760490688,132.93316040039062,133.7769302368164,136.11801147460938,135.8046011352539,0.003603617219231303,0.012330474169939931,-0.03825844810882395,0.0101532177787166,4114195.0,0.8534111776422848,133.27029418945312,132.84652709960938,132.2061767578125,132.12142944335938,133.43979444474658,132.96893915896945,133.38330989881777,133.84475412292988,132.01782294902043,131.82948247589223,131.8389117925909,131.4716496365523,132.68642644841046,132.18732113233594,132.65819186055424,133.72232767547308,3223900.0,2637600.0,3284400.0,5703600.0,132.93316040039062,0.5987510157623743,132.2061767578125,133.75054931640625,133.7769302368164,1.7516120075588744,132.12142944335938,137.94114685058594,136.11801147460938,2.8210852868153773,132.12142944335938,141.09585571289062,0.7600851491936208,-0.011146841134061614,-0.00177316965976973,0.976813609790562,-0.014979149824260629,-0.0024519058018211805,0.4260245297095268,-0.031305661571221055,-0.004937011190763963,1.2432240346052794,-0.011255534127066147,0.004419246694800078,0.6496379604536117,-0.022880286340968725,0.002052583285881898,2.9240971131154647,-0.020429746449057262,-0.002284978823815781,1.1633137328113443,0.5833333333333334,-0.018666203241105905,0.007818921588184457,-0.0008292059159147796,133.75054931640625,133.15726972848532,134.60750552800351,131.94247488149776,3511100
2023-10-09,38.128231194134216,-0.9164815604335388,-0.5113129518844586,-0.4051686085490802,139.48771252989576,130.89754544536464,135.1926289876302,8.590167084531117,0.35076140617930995,-62.30870333624338,21.022590960304537,18.722813080513216,2.145064234927655,42798900.0,45878285.0,133.4539243692497,137.27253997234172,135.68340992855724,129.69195055916197,133.19683837890625,133.3738800048828,135.82702407836913,135.81179626464845,0.0011969686529287316,0.009943189337649372,-0.041649835962745185,0.010061772664955485,4068235.0,0.5787276300410374,133.75054931640625,133.27029418945312,132.84652709960938,132.59225463867188,134.60750552800351,133.43979444474658,132.96893915896945,133.20435800776454,131.94247488149776,132.01782294902043,131.82948247589223,131.70704838604064,133.15726972848532,132.68642644841046,132.18732113233594,131.87654862881772,3511100.0,3223900.0,2637600.0,3275300.0,133.19683837890625,0.6938370164246674,132.2061767578125,133.91064453125,133.3738800048828,0.9812682404104954,132.12142944335938,134.89004516601562,135.82702407836913,2.7274590149494666,132.12142944335938,141.09585571289062,0.754617599834355,-0.0072541295692796215,-0.002041750544922277,0.9720478728677255,-0.00490864852825057,-0.0027363613601968095,0.4226089281373434,-0.008091854460502423,-0.003955521632247927,1.2406501873245832,-0.002077078713675018,0.004232762412476892,0.6508550439076601,0.0018722145218003083,0.002031549849638969,2.959218542255846,0.011882687232455114,-0.0023601186650889284,1.1666663623879188,0.5833333333333334,-0.0014294682529087017,0.0074693072896768265,-0.0008049066567233466,133.91064453125,134.00482091708852,134.09898293362804,132.47924680843863,2354400
2023-10-10,36.0480519546075,-0.8842358414401872,-0.5858975301410565,-0.2983383112991307,139.07696431823408,130.75457051249506,134.91576741536457,8.322393805739011,0.36904366411787254,-41.62108303948816,25.9334104538739,22.19955767938997,1.8955134135306122,39783100.0,45275245.0,133.26558996976684,137.27253997234172,135.90236256283643,129.8661754676069,133.52078247070312,133.26746520996093,135.62973709106444,135.80370361328124,-0.0006328646594883081,0.012251473408474212,-0.02863971012521649,0.009662939695941215,3996140.0,0.7546782645252669,133.91064453125,133.75054931640625,133.27029418945312,132.2061767578125,134.09898293362804,134.60750552800351,133.43979444474658,133.38330989881777,132.47924680843863,131.94247488149776,132.01782294902043,131.8389117925909,134.00482091708852,133.15726972848532,132.68642644841046,132.65819186055424,2354400.0,3511100.0,3223900.0,3284400.0,133.52078247070312,0.45145457202636485,132.84652709960938,133.91064453125,133.26746520996093,0.8471067042190614,132.12142944335938,134.82408142089844,135.62973709106444,2.7220944647421543,132.12142944335938,141.09585571289062,0.756676492068429,0.002719245616203514,-0.0020579061196184857,0.9739658015326855,0.001967948846532619,-0.002514042427301244,0.41777471773433317,-0.011564009972383826,-0.0047919826938006005,1.2467588111088217,0.004896502673759295,-0.0015691974274135768,0.6515121350849986,0.001007924936760607,0.0019728582208622947,2.9234450223281323,-0.012229024270391409,-0.0026115470834997658,1.1616888299762334,0.5833333333333334,-0.0022002353615865333,0.007622177088798799,-0.0019286362551285627,133.82589721679688,134.28733852622057,135.05953030298133,133.45863229519006,3015800
2023-10-11,42.8637718540325,-0.764854640507366,-0.621688952346938,-0.14316568816042796,137.78221453863966,131.22061952711556,134.5014170328776,6.561595011524105,0.5577882271067276,-25.823415197634482,42.638084570489234,29.864695328222563,1.8087434503892763,42294600.0,44666390.0,133.26558996976684,137.27253997234172,136.39204584337537,130.28993951034124,133.92759704589844,133.2731170654297,135.4734130859375,135.83253204345704,0.007881155895263392,0.015311449387392706,-0.022654490630257373,0.00986417541843817,3990325.0,0.6293973548520484,133.82589721679688,133.91064453125,133.75054931640625,132.84652709960938,135.05953030298133,134.09898293362804,134.60750552800351,132.96893915896945,133.45863229519006,132.47924680843863,131.94247488149776,131.82948247589223,134.28733852622057,134.00482091708852,133.15726972848532,132.18732113233594,3015800.0,2354400.0,3511100.0,2637600.0,133.92759704589844,0.5878430425279922,133.27029418945312,134.88059997558594,133.2731170654297,0.8587547977681351,132.12142944335938,134.88059997558594,135.4734130859375,2.667611489039951,132.12142944335938,141.09585571289062,0.7566594024113539,-2.2763667869352133e-05,-0.0027372326306567664,0.9642507061544466,-0.010154684354344301,-0.0026010800608232574,0.41338625392211487,-0.010699557466408605,-0.004848851848396884,1.2528025668497098,0.004862208685756819,-0.00039428674900426333,0.6567419369170644,0.00802601207462006,0.0016435814119388661,2.8830299890845157,-0.014128729349102809,-0.00271811243774005,1.1544784758898674,0.5833333333333334,-0.003686252346224698,0.009205942216673235,-0.0019426637191137259,134.88059997558594,134.2025702365058,134.98418825153703,133.8541434761698,2511500
